Genus	Species	Subspecies	Name.Clem	Notes	Localities
Phaethornis	yaruqui		Phaethornis yaruqui		Alto Bonito-1; Barbacoas-2; Baudo-1; San Jose-4
Phaethornis					Barbacoas-2; Chicoral-1; Cocal-2; Florencia-3; La Morelia-2; La Palma-1; Novita-1; Puerto Berrio-1; Puerto Valdivia-1; San Antonio-1; Villavicencio-1
Phaetusa	chloropoda		Phaetusa simplex		La Playa-1
Phalacrocorax			Phalacrocorax brasilianus		Cali-2
Phamphocoelus	flammigerus		Ramphocelus flammigerus		Cali-1
Pharomachrus	auriceps		Pharomachrus auriceps		Almaguer-1; Cerro Munchique-1; El Roble-2; La Florida-4; Miraflores-5; Salento-1; San Antonio-7; Subia-1
Pharomachrus	pavoninus		Pharomachrus pavoninus		Florencia-1
Pharomachrus			Pharomachrus		Buena Vista-1; San Antonio-1
Pheucticus	ludovicianus		Pheucticus ludovicianus		Barro Blanco-4; Buena Vista-1; Paramillo-1; Salento-1
Pheucticus	uropygialis	uropygialis	Pheucticus aureoventris		Chipaque-3
Pheugopedius	fasciato-ventris	fasciato-ventris	Pheugopedius fasciatoventris		Anolaima-2
Pheugopedius	fasciatoventris	fasciatoventris	Pheugopedius fasciatoventris		Malena-2; Puerto Valdivia-1
Pheugopedius	hypospodius		Pheugopedius rutilus		Buena Vista-5; Villavicencio-6
Pheugopedius	mystacalis	amaurogaster	Pheugopedius mystacalis		Buena Vista-8
Pheugopedius	mystacalis	mystacalis	Pheugopedius mystacalis		Andalucia-1; El Eden-1; La Candela-1; Lomitas-2; Miraflores-4; Popayan-1; Salento-1; San Agustin-1; San Antonio-4
Pheugopedius	rutilus	hypospodius	Pheugopedius rutilus		Villavicencio-1
Pheugopedius	sclateri		Pheugopedius sclateri		Miraflores-1
Pheugopedius	spadix		Pheugopedius spadix		Gallera-1
Philydor	montanus	striaticollis	Anabacerthia striaticollis		Aguadita-1; El Roble-2; La Candela-1; La Sierra-2; Lomitas-1; Miraflores-4; San Agustin-1; San Antonio-3
Philydor	pyrrhodes		Philydor pyrrhodes		La Morelia-1
Philydor	rufipileatus	consobrinus	Automolus rufipileatus		Villavicencio-6
Phimosus	infuscatus	berlepschi	Phimosus infuscatus		Villavicencio-1
Phoenicothraupis	cristata		Habia cristata		Cerro Munchique-2; Cocal-1; Peque-1
Phrygilus	g.	grandis	Haplospiza unicolor		Choachi-6
Phyllomyias	cinereiceps		Phyllomyias cinereiceps		El Eden-1; El Roble-1; Salento-1; Santa Elena-1
Phyllomyias	griseiceps		Phyllomyias griseiceps		Miraflores-1; San Antonio-1
Phyllomyias	plumbeiceps		Phyllomyias plumbeiceps		Gallera-1; Lomitas-1; San Antonio-2
Piaya	cayana	columbiana	Piaya cayana		Subia-2
Piaya	cayana	mehleri	Piaya cayana		Aguadita-1
Piaya	cayana	mesura	Piaya cayana		Andalucia-2; Barrigon-2; Buena Vista-2; Florencia-1; La Palma-2; Quetame-1; Villavicencio-1
Piaya	cayana	nigricrissa	Piaya cayana		Alto Bonito-2; Barbacoas-2; Buenavista-1; Cerro Munchique-2; Puerto Valdivia-2; Ricaurte-1; Rio Frio-1; Salento-3; San Antonio-3; San Jose-1; Santa Elena-2
Piaya	cayana		Piaya cayana		Puerto Berrio-1; Quetame-2
Piaya	cayanna	columbiana	Piaya cayana		Chicoral-2
Piaya	rutila	gracilis	Coccycua minuta		Cali-5; Malena-2; Palmira-1
Piaya	rutila	rutila	Coccycua minuta		Villavicencio-2
Piaya	rutila		Coccycua minuta		Cali-1
Piaya			Piaya cayana		San Antonio-1
Picoides	fumigatus	fumigatus	Dryobates fumigatus		Alban-1; Gallera-1; La Sierra-1; Lomitas-3; Miraflores-1; Popayan-2; San Antonio-3; Santa Elena-1
Picolaptes	albolineatus		Lepidocolaptes souleyetii		Barbacoas-5; Buena Vista-1; Cali-1; Honda-2; Puerto Valdivia-2; Tumaco-2; Villavicencio-3
Picolaptes	l.	lacrymiger	Lepidocolaptes lacrymiger		Santa Elena-1
Picolaptes	lacrymiger	lacrymiger	Lepidocolaptes lacrymiger		Almaguer-3; Andalucia-1; Cerro Munchique-3; La Candela-5; La Palma-2; La Sierra-2; Laguneta-3; Miraflores-5; Paramillo-1; Popayan-1; Rio Toche-1; Salento-3; Santa Elena-2; Subia-3
Picolaptes	lacrymiger		Lepidocolaptes lacrymiger		Lomitas-1; San Antonio-7
Picolaptes	lacryniger	lacryniger	Lepidocolaptes lacrymiger		Aguadita-1; El Roble-2; Fusugasuga-1
Picolaptes	lineaticeps	(=albolineatus)	Lepidocolaptes souleyetii		Rio Frio-1
Piculus	litae		Piculus litae		Baudo-1
Picumnus	granadensis	antioquensis	Picumnus granadensis		Peque-2
Picumnus	granadensis	granadensis	Picumnus granadensis		Cisneros-2; Gallera-1; Rio Frio-2; Salento-2; San Antonio-2
Picumnus	olivaceus	harterti	Picumnus olivaceus		Barbacoas-1
Picumnus	olivaceus	olivaceus	Picumnus olivaceus		Aguadita-1; Chicoral-2; El Eden-1; Honda-2; La Frijolera-1; La Palma-1; Malena-1; Puerto Berrio-1; Rio Toche-2; San Agustin-3
Picumnus	olivaceus		Picumnus olivaceus		La Candela-1
Picumnus	squamulatus	squamulatus	Picumnus squamulatus		Buena Vista-6; Quetame-1; Villavicencio-6
Picumnus			Picumnus		La Playa-1; Varrud-1
Pilherodius	pileatus		Pilherodius pileatus		Sinu River-1
Pionites	melanocephalus	pallidus	Pionites melanocephalus		Florencia-2
Pionopsitta	amazonina		Hapalopsittaca amazonina		El Roble-2
Pionus	chalcopterus		Pionus chalcopterus		Alto Bonito-1; Andalucia-1; Cerro Munchique-1; El Roble-1; La Candela-3; La Florida-2; La Palma-1; Miraflores-6; Rio Toche-2; San Agustin-1
Pionus	menstruus		Pionus menstruus		Alto Bonito-5; Barbacoas-4; Buena Vista-1; Cali-1; Puerto Berrio-2; Rio Frio-2
Pionus	seniloides	seniloides	Pionus tumultuosus		El Roble-1; Fomeque-1; Laguneta-1
Pipile	cumanensis		Pipile cumanensis		La Morelia-1
Pipra	filicauda		Pipra filicauda		Florencia-1; La Morelia-2
Pipra	isadorae	isadorae	Lepidothrix isidorei		Buena Vista-2
Pipra	leucocilla	coracina	Dixiphia pipra		Andalucia-1; Buena Vista-3
Pipra	leucocilla	minimus	Dixiphia pipra		Cocal-3
Pipreola	riefferii	occidentalis	Pipreola riefferii		Almaguer-1; Cerro Munchique-6; Cocal-2; La Florida-3; San Antonio-15
Pipreola	riefferii	riefferii	Pipreola riefferii		Anolaima-1; El Eden-2; El Roble-5; Fusugasuga-2; Santa Elena-6; Subia-6
Pipreola					Choachi-1
Pipridea	melanonota	venezuelensis	Pipraeidea melanonota		Aguadita-4
Pipridea	melanota	venezuelensis	Pipraeidea melanonota		Popayan-1
Piprites	tschudi		Piprites chloris		La Frijolera-1
Piranga	flava	testacea	Piranga flava		Cocal-1; La Sierra-3; Popayan-2; San Antonio-1
Piranga	leucoptera	ardens	Piranga leucoptera		Miraflores-1; Ricaurte-3
Piranga	rubra	rubra	Piranga rubra		Alto Bonito-1; Bagado-2; Cisneros-1; Dabeiba-4; La Frijolera-1; Malena-1; Puerto Valdivia-3; San Antonio-2; Santa Elena-4; Villavicencio-1
Piranga	rubra		Piranga rubra		Buena Vista-4; El Eden-2; El Roble-1; Honda-5; Noanama-3; Puerto Berrio-1; Rio Frio-1; Salento-1; San Jose-3
Piranga	rubriceps		Piranga rubriceps		Cerro Munchique-1; Laguneta-2
Pisobia	masculata		Calidris melanotos		Quibdo-3
Pisobia					Cali-3
Pitangus	lictor		Pitangus lictor		Bocas de Chimi-1
Pitangus	sulphuratus	caucensis	Pitangus sulphuratus		Cali-8; Rio Frio-1
Pitangus	sulphuratus	rufipennis	Pitangus sulphuratus		Andalucia-1; Calamar-3; Chicoral-1; Honda-1; La Playa-2
Pitangus	sulphuratus	trinitatis	Pitangus sulphuratus		Villavicencio-3
Pitangus	sulphuratus		Pitangus sulphuratus		Villavicencio-2
Pittasoma	rosenbergi		Pittasoma rufopileatum		Baudo-1; Noanama-2; Novita-2
Pittasoma	rufopileatum	harterti	Pittasoma rufopileatum		Barbacoas-8
Pittospiza	riefferi		Chlorornis riefferii		Anolaima-1
Placostomus	coronatus		Platyrinchus coronatus		La Morelia-2
Planesticus	albiventer	ephippialis	Turdus leucomelas		Chicoral-1; Honda-3
Planesticus	gigantoides		Turdus fuscater		Almaguer-1; Andalucia-1
Planesticus	gigas	gigantoides	Turdus fuscater		Barro Blanco-1; Cerro Munchique-8; Coast Range-1; El Eden-1; Laguneta-8; Paramillo-11; Paramo Santa Isabel-4; Rio Toche-4; Salento-1; Santa Elena-6
Planesticus	gigas	gigas	Turdus fuscater		Choachi-1
Planesticus	gigas		Turdus fuscater		Choachi-1; Valle de las Papas-1
Planesticus	gymnophalmus				Villavicencio-2
Planesticus	ignobilis	debilis	Turdus ignobilis		Buena Vista-3; La Morelia-4; Quetame-3; Villavicencio-6
Planesticus	ignobilis	goodfellowi	Turdus ignobilis		Caldas-3; Cali-2; Miraflores-4; Palmira-1; Rio Frio-3; San Antonio-4
Planesticus	ignobilis	ignobilis	Turdus ignobilis		Aguadita-1; Anolaima-1; Barro Blanco-1; El Consuelo-2; Fusugasuga-2; Honda-1; La Frijolera-4; Rio Toche-1; San Agustin-3
Planesticus	ignobilis		Turdus ignobilis		Andalucia-2; La Palma-1; Palmira-1; San Agustin-2
Planesticus	layi				Bogota-1
Planesticus	obsoletus	colombianus	Turdus obsoletus		San Antonio-1
Planesticus	obsoletus	leucops	Turdus obsoletus		San Antonio-1
Planesticus	phaeopygus		Turdus albicollis		Florencia-1; La Morelia-3
Planesticus	serranus		Turdus serranus		Andalucia-1; Subia-1
Planesticus	tristis	daguae	Turdus assimilis		Juntas de Tamana-1; Novita-2; San Jose-3
Platalea	ajaja		Platalea ajaja		Cali-1
Platyrinchus	flavigularis		Platyrinchus flavigularis		La Candela-5
Platyrinchus	mystaceus	albogularis	Platyrinchus mystaceus		La Candela-1; Lomitas-2; Palmira-1; Rio Frio-1
Pluvialis	dominica		Pluvialis dominica		Buenavista-1
Podilymbus	podiceps		Podilymbus podiceps		Fomeque-1
Podilymbus			Podilymbus podiceps		Cali-1
Poecilothraupis	lunulata	lunulata	Anisognathus igniventris		Chipaque-4; Choachi-2; Penon-4; Subia-2
Poecilothraupis	lunulata		Anisognathus igniventris		Penon-1
Poecilothraupis	palpebrosa	olivaceiceps	Anisognathus lacrymosus		Paramillo-11; Santa Elena-1
Poecilothraupis	palpebrosa	palpebrosa	Anisognathus lacrymosus		Almaguer-4; Coast Range-19
Poecilothraupis	palpebrosa		Anisognathus lacrymosus		Coast Range-1; Laguneta-1
Poecilothraupis	palpibrosa	olivaceiceps	Anisognathus lacrymosus		Rio Toche-1
Poecilothraupis	palpibrosa	palpibrosa	Anisognathus lacrymosus		Laguneta-13; Paramo Santa Isabel-1
Poecilotriccus	ruficeps	ruficeps	Poecilotriccus ruficeps		El Eden-5; Rio Toche-1; Salento-3; Santa Elena-1
Poecilotriccus	ruficeps	rufigenis	Poecilotriccus ruficeps		Cerro Munchique-3; La Palma-2
Pogonotriccus	erythrops		Leptopogon rufipectus		Salento-1
Pogonotriccus	ophthalmicus		Phylloscartes ophthalmicus		Alban-1; El Roble-2; Gallera-2; Lomitas-3; Rio Toche-1; San Antonio-1
Pogonotriccus	poecilotis		Phylloscartes poecilotis		Aguadita-1; Cerro Munchique-2; Miraflores-1; Salento-3; San Antonio-2
Pogonotriccus					Cerro Munchique-1; Gallera-1; Rio Toche-1
Poliocrania	exsul	maculifer	Poliocrania exsul		Barbacoas-3; San Jose-2
Polioptila	livida	daguae	Polioptila plumbea		Cisneros-1
Polioptila	livida	plumbeiceps	Polioptila plumbea		Chicoral-2; Honda-2
Polioptila	livida		Polioptila plumbea		Chicoral-2
Polioptila	schistaceigula		Polioptila schistaceigula		Puerto Valdivia-1; San Jose-1
Porphyrio	martinicus		Porphyrio martinica		Sinu River-1; Turbaco-1
Porphyriops	melanops	bogotensis	Porphyriops melanops		
Porzana	carolina		Porzana carolina		Bogota-1
Premnoplex	brunnescens	brunnescens	Premnoplex brunnescens		Aguadita-1; Buena Vista-3; Cerro Munchique-5; Cocal-2; El Roble-1; Gallera-1; La Florida-1; La Palma-1; Lomitas-1; Miraflores-2; San Antonio-2
Premnornis	guttata		Premnornis guttuliger		Anolaima-1; Choachi-1; San Antonio-3; Subia-1
Premnornis	guttuliger		Premnornis guttuliger		Aguadita-1; La Candela-1; La Palma-1
Prionornis	platyrhynchus		Electron platyrhynchum		San Jose-1
Procacicus	solitarius		Cacicus solitarius		Villavicencio-1
Procnopis	vassari		Tangara vassorii		El Eden-1; Paramillo-1; Santa Elena-1
Progne	chalybea	chalybea	Progne chalybea		Cali-2; Florencia-2; Magdalena River-1
Progne	tapera	tapera	Progne tapera		Chicoral-3; Magdalena River-2; Sinu River-1; Turbaco-1; Villavicencio-2
Psalidoprymna	victoriae	victoriae	Lesbia victoriae		Anolaima-1; Chipaque-1
Psarocolius	angustifrons	neglectus	Psarocolius angustifrons		Quetame-1
Psarocolius	angustifrons		Psarocolius angustifrons		Buena Vista-1; La Morelia-3; Villavicencio-1
Psarocolius	decumanus	decumanus	Psarocolius decumanus		Villavicencio-1
Psarocolius	decumanus		Psarocolius decumanus		Barrigon-2; Florencia-1; La Morelia-2; La Palma-3; Magdalena River-4; Miraflores-3; Palmira-3; Peque-2; Rio Frio-1
Psarocolius	guatimozinus		Psarocolius guatimozinus		Alto Bonito-5; Malena-1
Psarocolius	wagleri	wagleri	Psarocolius wagleri		Barbacoas-4; Buenavista-1; La Frijolera-1; Novita-6; Puerto Valdivia-7
Psarocolius	wagleri		Psarocolius wagleri		Barbacoas-1
Psarocolius			Psarocolius		Salento-3
Pseudocolaptes	boissonneauii	boissonneauii	Pseudocolaptes boissonneautii		Almaguer-2; Cerro Munchique-3; Coast Range-3; El Roble-1; La Candela-1; La Florida-3; Laguneta-3; Paramo Santa Isabel-2; Salento-1; Santa Elena-1
Pseudocolopteryx	acutipennis		Pseudocolopteryx acutipennis		
Pseudospingus	verticalis		Pseudospingus verticalis		Almaguer-5; Laguneta-1; Paramo Santa Isabel-2
Pseudotriccus	anenectens		Pseudotriccus pelzelni		Cerro Munchique-2; Cocal-2
Pseudotriccus	pelzelni	pelzelni	Pseudotriccus pelzelni		Buena Vista-1
Psittacula	conspicillata	conspicillata	Forpus conspicillatus		Andalucia-3; Barrigon-5; Buena Vista-1; Chicoral-5; Honda-3; Malena-1; Puerto Berrio-4; Rio Frio-1
Psittacula			Forpus conspicillatus		Cali-6; Malena-1
Psittospiza	riefferi	riefferi	Chlorornis riefferii		Almaguer-5; Cerro Munchique-2; Coast Range-5; Cocal-4; Laguneta-8; Paramillo-1; Salento-2; Santa Elena-2
Psittospiza	riefferi		Chlorornis riefferii		Laguneta-1
Psittospiza	rufferi	riefferi	Chlorornis riefferii		El Roble-1
Psittospiza			Chlorornis riefferii		Cerro Munchique-1
Psomocolax	oryzivorus	oryzivorus	Molothrus oryzivorus		Villavicencio-1
Psophia	napensis		Psophia crepitans		La Morelia-1
Pteriglossus			Pteroglossus torquatus		Barbacoas-5; Buenavista-1
Pteroglossus	azara	flavirostris	Pteroglossus azara		Florencia-1; La Morelia-3
Pteroglossus	castanotis	castanotis	Pteroglossus castanotis		Villavicencio-1
Pteroglossus	humboldti		Pteroglossus inscriptus		La Morelia-2
Pteroglossus	pluricinctus		Pteroglossus pluricinctus		La Morelia-2
Pteroglossus	sanguineus		Pteroglossus torquatus		Alto Bonito-2; Baudo-1; Cisneros-1; San Jose-2
Pteroglossus	torquatus	nuchalis	Pteroglossus torquatus		Malena-3; Puerto Valdivia-4
Pteroglossus			Pteroglossus torquatus		Alto Bonito-4; Bagado-1; Baudo-1; Cisneros-1; Juntas de Tamana-1; Noanama-1; Novita-1; Puerto Valdivia-2
Pterophanes	temmincki		Pterophanes cyanopterus		Choachi-1; Paramo Santa Isabel-1
Pygochelidon	cyanoleuca		Pygochelidon cyanoleuca		Barro Blanco-1; Caldas-5; Cerro Munchique-1; El Eden-3; Gallera-2; La Palma-1; Popayan-2; Ricaurte-3; Rio Toche-2; Salento-2; San Antonio-4; Santa Elena-2
Pyriglena	picea		Pyriglena leuconota		Andalucia-5; La Candela-12
Pyrilia	pulchra		Pyrilia pulchra		Rio Andagueda-2; San Jose-7
Pyrilia	pyrilia		Pyrilia pyrilia		Alto Bonito-1; Noanama-2; Puerto Berrio-1; Puerto Valdivia-3; Santa Elena-1
Pyrocephalus	rubinus	rubinus	Pyrocephalus rubinus		La Morelia-1
Pyrocephalus	rubinus		Pyrocephalus rubinus		Andalucia-2; Caldas-4; Cali-9; Chicoral-2; Honda-1; Miraflores-1; Palmira-2; Popayan-1; San Antonio-1; Tumaco-5
Pyroderus	scutatus	occidentalis	Pyroderus scutatus		Cali-1; Cerro Munchique-1; El Roble-3; Gallera-1; La Florida-2; La Frijolera-1; La Tigrerra-1; Miraflores-1; Salento-1; San Antonio-1
Pyroderus	scutatus	orenocensis	Pyroderus scutatus		Lomitas-1; San Antonio-6
Pyrrhomyias	cinnamomeus	pyrrhopterus	Pyrrhomyias cinnamomeus		Aguadita-3; Almaguer-3; Andalucia-2; Anolaima-2; Cerro Munchique-2; Chipaque-1; Coast Range-1; El Roble-5; Fomeque-1; Gallera-1; La Candela-3; La Palma-9; Rio Toche-2; Salento-3; San Antonio-4; Santa Elena-5; Subia-1
Pyrrhomyias	flavicans		Myiophobus flavicans		El Eden-1; El Roble-3; Rio Toche-1
Pyrrhura	calliptera		Pyrrhura calliptera		Anolaima-1; El Roble-1; Fusugasuga-1; Subia-7
Pyrrhura	melanura	chapmani	Pyrrhura melanura		La Candela-3
Pyrrhura	melanura	pacifica	Pyrrhura melanura		Buenavista-3
Querguedula			Querguedula		Cali-3
Querquedula			Querguedula		Cali-15; Puerto Valdivia-1
Querula	purpurata		Querula purpurata		Alto Bonito-1; Barbacoas-7; Buenaventura-3; La Morelia-4; Novita-3; Puerto Valdivia-4; San Jose-5
Querula			Querula purpurata		Puerto Berrio-1
Rallus	semiplumbeus		Rallus semiplumbeus		Bogota-3
Rallus					Rio Frio-2
Ramphastos	ambiguus	abbreviatus	Ramphastos ambiguus		Alto Bonito-1; Barbacoas-4; Novita-4; San Jose-1
Ramphastos	ambiguus	ambiguus	Ramphastos ambiguus		Andalucia-1; Buena Vista-2; Fusugasuga-1; La Candela-1; La Palma-3; San Agustin-1
Ramphastos	ambiguus	swainsonii	Ramphastos ambiguus		Alban-1; Alto Bonito-1; Bagado-3; Baudo-1; Cocal-1; Juntas de Tamana-1; Lomitas-1; San Antonio-4
Ramphastos	ambiguus		Ramphastos ambiguus		Puerto Valdivia-2
Ramphastos	citreolaemus		Ramphastos vitellinus		La Frijolera-1; Malena-1; Puerto Berrio-1; Puerto Valdivia-4
Ramphastos	culminatus		Ramphastos vitellinus		Buena Vista-2; Villavicencio-3
Ramphastos	cuvieri		Ramphastos tucanus		Barrigon-3; Florencia-2; La Morelia-3
Ramphastos	tocard		Ramphastos ambiguus		San Jose-1
Ramphastos	tucanus	cuvieri	Ramphastos tucanus		Villavicencio-1
Ramphastos			Ramphastos		Buena Vista-1
Ramphocaenus	cinereoventris	cinereoventris	Microbates cinereiventris		San Jose-1
Ramphocaenus	melanurus	griseodorsalis	Ramphocaenus melanurus		Dabeiba-1; El Roble-1; Miraflores-1
Ramphocaenus	melanurus	trinitatis	Ramphocaenus melanurus		Buena Vista-1
Ramphocelus	carbo	carbo	Ramphocelus carbo		Andalucia-1; Florencia-7; La Morelia-4
Ramphocelus	carbo	unicolor	Ramphocelus carbo		Buena Vista-7; Villavicencio-3
Ramphocelus	chrysonotus		Ramphocelus flammigerus		Caldas-5
Ramphocelus	chrysonotus-x-flammigerus		Ramphocelus flammigerus		Lomitas-2
Ramphocelus	dimidiatus	dimidiatus	Ramphocelus dimidiatus		Andalucia-4; Anolaima-1; Bagado-2; Caldas-2; Cali-5; Chicoral-8; Honda-1; La Candela-1; La Frijolera-2; Magdalena River-5; Palmira-1; Puerto Berrio-3; Puerto Valdivia-3; Quibdo-4; Rio Frio-5; San Agustin-5; Varrud-1
Ramphocelus	dimidiatus		Ramphocelus dimidiatus		Cali-3; Chicoral-1
Ramphocelus	flammigerus	icteronotus	Ramphocelus flammigerus		Alto Bonito-5; Bagado-6; Barbacoas-7; Barro Blanco-1; Buenaventura-2; Cerro Munchique-1; Dabeiba-3; Gallera-1; La Frijolera-1; Novita-1; Puerto Valdivia-1; Quibdo-1; San Jose-7; Tumaco-4
Ramphocelus	flammigerus		Ramphocelus flammigerus		Alban-1; Buenaventura-2; Cali-8; El Roble-1; Miraflores-3; Palmira-2; Popayan-1; Rio Frio-3; Salento-3; San Antonio-3
Ramphocelus	icteronotis		Ramphocelus flammigerus		Juntas de Tamana-5; Noanama-1
Ramphocelus	nigrogularis		Ramphocelus nigrogularis		La Morelia-5
Ramphocelus			Ramphocelus flammigerus		Barbacoas-1; Cali-1; Tumaco-2
Ramphomicron	microrhynchum		Ramphomicron microrhynchum		Almaguer-1; Coast Range-6; El Roble-2; Laguneta-3; Paramillo-1; Paramo Santa Isabel-2; Penon-1
Rhodinocichla			Rhodinocichla rosea		Anolaima-1
Rhopoterpe			Myrmornis torquata		La Morelia-2
Rhynchocyclus	marginatus	marginatus	Tolmomyias sulphurescens		Barbacoas-1; Buenavista-1; Puerto Valdivia-1
Rhynchocyclus	marginatus	marginetus	Tolmomyias sulphurescens		Novita-1
Rhynchocyclus	poliocephalus	sclateri	Tolmomyias poliocephalus		Florencia-2; La Morelia-2
Rhynchocyclus	sulphurescens	asemus	Tolmomyias sulphurescens		Cali-1; Dabeiba-1; Puerto Valdivia-1; Rio Frio-1
Rhynchocyclus	sulphurescens	assimils	Tolmomyias assimilis		Buena Vista-2; Villavicencio-2
Rhynchocyclus	sulphuresceus	assimilis	Tolmomyias assimilis		Florencia-1
Rhynchocyclus					Florencia-1; Miraflores-1; Varrud-1
Rhynchortyx	cinctus	australis	Rhynchortyx cinctus		Bagado-1; Barbacoas-1; Baudo-2; Rio Andagueda-1
Rhynchortyx	cinctus		Rhynchortyx cinctus		Barbacoas-1
Rhynchortyx			Rhynchortyx cinctus		Barbacoas-2
Rufirallus	castaneiceps		Anurolimnas castaneiceps		La Morelia-1
Rufirallus	viridis		Anurolimnas viridis		Villavicencio-1
Rupicola	peruvianus	aequatorialis	Rupicola peruvianus		Andalucia-1; Buena Vista-2; La Palma-9; Salento-4; San Agustin-53
Rupicola	peruvianus	sanguinolentus	Rupicola peruvianus		Cerro Munchique-1; Cocal-4; Gallera-1; La Florida-4; San Antonio-1
Rupicola			Rupicola peruvianus		Barrigon-1
Rupornis	magnirostris	magnirostris	Rupornis magnirostris		Barrigon-2; Barro Blanco-2; Chicoral-2; Dabeiba-1; Florencia-1; La Palma-1; Puerto Valdivia-1; Santa Elena-1; Villavicencio-1
Rupornis	magnirostris	ruficauda	Rupornis magnirostris		Cali-1; El Roble-1; Lomitas-1; Miraflores-1; Noanama-1; Popayan-1; Rio Frio-1; Salento-3
Rupornis	magnirostris		Rupornis magnirostris		Cali-1; El Roble-1; Palmira-1; Villavicencio-3
Rupornis			Rupornis magnirostris		Barbacoas-1
Saltator	atripennis		Saltator atripennis		Aguadita-2; Anolaima-4; Barbacoas-1; Cocal-1; Fusugasuga-1; La Frijolera-1; Miraflores-3; Popayan-4; Ricaurte-5; Salento-1; San Antonio-9
Saltator	coerulescens	azarae	Saltator coerulescens		Bogota-1; Florencia-3; Villavicencio-2
Saltator	coerulescens	olivascens	Saltator coerulescens		Calamar-1; La Playa-1; Magdalena River-1; Sinu River-1
Saltator	grossus		Saltator grossus		Barbacoas-8; Baudo-2; Cocal-2; Dabeiba-1; Quibdo-1; San Jose-1
Saltator	maximus		Saltator maximus		Andalucia-2; Barbacoas-5; Buena Vista-5; Chicoral-1; Florencia-5; La Frijolera-4; Malena-1; Noanama-2; Puerto Berrio-3; Puerto Valdivia-1; San Jose-3; Villavicencio-1
Saltator	striatipectus	striatipectus	Saltator striatipectus		Andalucia-3; Anolaima-1; Caldas-3; Chicoral-1; Dabeiba-4; Fusugasuga-1; Honda-7; La Candela-2; Miraflores-6; Palmira-4; Popayan-1; Rio Frio-3; Rio Toche-1; San Agustin-7; San Antonio-1
Saltator	striatipectus		Saltator striatipectus		Santa Elena-1
Saltator					Cali-1; Lomitas-1; San Antonio-2
Sapayoa	aenigma		Sapayoa aenigma		Barbacoas-4; Baudo-1; Noanama-1
Sarcoramphus	papa		Sarcoramphus papa		Villavicencio-1
Saucerottea	saucerottei		Amazilia saucerottei		Caldas-2; Cali-7; Juntas de Tamana-1; Lomitas-1
Saucerottia	eyanifrons		Amazilia cyanifrons		Subia-1
Saucerottia	saucerottei		Amazilia saucerottei		Alto Bonito-4; Cali-3; Dabeiba-3; Miraflores-5; Palmira-1; Rio Frio-4
Saucerrottea	saucerottei		Amazilia saucerottei		Caldas-3
Sayornis	nigricans	angustirostris	Sayornis nigricans		Villavicencio-1
Sayornis			Sayornis nigricans		Choachi-1
Scapaneus	malherbii		Campephilus melanoleucos		Alto Bonito-1; Dabeiba-1; Peque-2; Puerto Valdivia-2
Schistes	albogularis		Schistes albogularis		Lomitas-1; Miraflores-1; San Antonio-1
Schistes	geoffroyi		Schistes geoffroyi		El Roble-1
Schistochlamys	melanopis		Schistochlamys melanopis		San Agustin-1; Villavicencio-1
Schistoclamys	atra		Schistochlamys melanopis		Buena Vista-1; Quetame-1; San Agustin-1; Villavicencio-6
Sclerurus	albigularis	albigularis	Sclerurus albigularis		Buena Vista-5
Sclerurus	brunneus		Sclerurus caudacutus		Florencia-1; La Morelia-4
Sclerurus	mexicanus	obscurior	Sclerurus mexicanus		Buena Vista-4; La Frijolera-1; Puerto Valdivia-1; San Antonio-1
Scotothorus	turdinus	rosenbergi	Schiffornis veraepacis		Barbacoas-1; Buenavista-1
Scotothorus			Schiffornis stenorhyncha		El Consuelo-1
Scytalopus	canus		Scytalopus canus		Paramillo-11
Scytalopus	griseicollis		Scytalopus griseicollis		Chipaque-1; Choachi-1; Penon-1
Scytalopus	micropterus		Scytalopus micropterus		Alto Bonito-2; Andalucia-1; Buena Vista-1; El Eden-2; El Roble-1; La Candela-2; La Palma-3; Laguneta-1; Miraflores-2; Ricaurte-1; Salento-3
Scytalopus	niger	micropterus	Scytalopus micropterus		Cerro Munchique-1
Scytalopus	niger				Almaguer-4; Cerro Munchique-8; Coast Range-8; Cocal-3; El Roble-2; Laguneta-2; Paramo Santa Isabel-1; Penon-2; Salento-1; Santa Elena-1; Valle de las Papas-4
Scytalopus	sylvestris		Scytalopus opacus		Paramo Santa Isabel-2
Scytalopus	vicinior		Scytalopus vicinior		Coast Range-1; Lomitas-1; San Antonio-1
Scytalopus					Chipaque-1; Penon-1; Tocaimito-1
Seiurus	notabilis-x-noveboracensis		Parkesia noveboracensis		Caldas-1; San Jose-1
Selenidera	reinwardtii		Selenidera reinwardtii		Florencia-1; La Morelia-3
Selenidera	spectabilis		Selenidera spectabilis		Bagado-1; Baudo-3; Puerto Valdivia-1
Semimerula	gigas	gigas	Turdus fuscater		Anolaima-1; Bogota-2; Chipaque-2; El Roble-1; Quetame-4
Semnornis	ramphastinus		Semnornis ramphastinus		San Antonio-1
Sericossypha	albocristata		Sericossypha albocristata		Almaguer-2
Serpophaga	cinerea	cana	Serpophaga cinerea		Aguadita-2; Andalucia-6; Caldas-2; Choachi-1; Fomeque-1; La Tigrerra-1; Quetame-1; Ricaurte-1; Rio Toche-3; Salento-5; San Agustin-2; San Jose-1
Serpophaga			Serpophaga cinerea		San Jose-1
