Institution,CatalogNumberPrefix,Kind of Object,Order,Family,ScientificName,Common Name (Name : Language),Date Collected,Country,ProvinceStateTerritory,PreciseLocation.Verbatim,Elevation.m,Collector,FieldNumber,Sex.Stage,Preparation.Remarks
NMNH,256032,Specimen/Lot,Passeriformes,Tyrannidae,Ochthoeca fumicolor fumicolor,Brown-backed Chat-Tyrant (Rufous-browed); Brown-backed Chat-Tyrant,21-Feb-13,Colombia,Cundinamarca,"Chipaque, E Andes",2591 - 2896 m,"Cherrie, G. K.; Chapman, F. M.; Et Al.",16241; AMNH 122119,Female,Skin: Whole
NMNH,256031,Specimen/Lot,Passeriformes,Tyrannidae,Ochthoeca fumicolor fumicolor,Brown-backed Chat-Tyrant (Rufous-browed); Brown-backed Chat-Tyrant,21-Feb-13,Colombia,Cundinamarca,"Chipaque, E Andes",2591 - 2896,"Cherrie, G. K.; Chapman, F. M.; Et Al.",16240; AMNH 122114,Male,Skin: Whole
NMNH,255946,Specimen/Lot,Apodiformes,Trochilidae,Amazilia viridigaster viridigaster,Green-bellied Hummingbird,25-Feb-13,Colombia,,"Quitame, E Andes",1463 m,Chapman; Cherrie,554; AMNH 121554,Male,Skin: Whole
NMNH,323033,Specimen/Lot,Cuculiformes,Cuculidae,Piaya cayana mesura,Squirrel Cuckoo; Squirrel Cuckoo (nigricrissa),25-Feb-13,Colombia,,"Quitame, E Andes",1463 m,Chapman; Cherrie,16277,Male,Skin: Whole
NMNH,256335,Specimen/Lot,Passeriformes,Emberizidae,Ramphocelus carbo venezuelensis,Silver-beaked Tanager,1-Mar-13,Colombia,,"Andes, E, Buena Vista, Above Villavicencio",1372 m,"Chapman, F. M.; Cherrie; Et Al.",16325,Male,Skin: Whole
NMNH,323073,Specimen/Lot,Passeriformes,Formicariidae,Myrmotherula schisticolor interior,Slaty Antwren,4-Mar-13,Colombia,,"Buena Vista, Above Villavicencio, E Andes",1372 m,Chapman; Cherrie,,Male,Skin: Whole
NMNH,256456,Specimen/Lot,Passeriformes,Emberizidae,Arremonops conirostris conirostris,Black-striped Sparrow,7-Mar-13,Colombia,,"Villavicencio, Base E Andes",488 m,"Chapman, F. M.; Cherrie",AMNH 122785; 7667; 16452,Male,Skin: Whole
NMNH,256138,Specimen/Lot,Passeriformes,Formicariidae,Cercomacra tyrannina tyrannina,Dusky Antbird,7-Mar-13,Colombia,,"Villavicencio, Base E Andes",488 m,"Chapman, F. M.; Cherrie",16465,Male,Skin: Whole
NMNH,255886,Specimen/Lot,Piciformes,Picidae,Picumnus squamulatus squamulatus,Scaled Piculet,10-Mar-13,Colombia,Meta,"Villavicencio, Base E Andes",488 m,"Chapman, F. M.; Cherrie",,Male,Skin: Whole
NMNH,255855,Specimen/Lot,Piciformes,Galbulidae,Galbula tombacea,White-chinned Jacamar,10-Mar-13,Colombia,Meta,"Villavicencio, Base E Andes",488 m,"Chapman, F. M.; Cherrie; Ruig, T. M.",,Male,Skin: Whole
NMNH,256265,Specimen/Lot,Passeriformes,Corvidae,Cyanocorax violaceus violaceus,Violaceous Jay,12-Mar-13,Colombia,Meta,"Villavicencio, Base E Andes",488 m,"Chapman, F. M.; Cherrie",AMNH 123170,unknown,Skin: Whole
NMNH,256206,Specimen/Lot,Passeriformes,Turdidae,Turdus ignobilis debilis,Black-billed Thrush (Amazonian); Black-billed Thrush,12-Mar-13,Colombia,Meta,"Villavicencio, Base E Andes",488 m,"Chapman, F. M.; Cherrie",AMNH 122561,Female,Skin: Whole
NMNH,256457,Specimen/Lot,Passeriformes,Emberizidae,Arremonops conirostris conirostris,Black-striped Sparrow,13-Mar-13,Colombia,,"Buena Vista, Above Villavicencio, E Andes",1372 m,Chapman; Cherrie,AMNH 122794; 7566,Male,Skin: Whole
NMNH,256231,Specimen/Lot,Passeriformes,Troglodytidae,Henicorhina leucophrys leucophrys,Gray-breasted Wood-Wren; Gray-breasted Wood-Wren (hilaris); Grey-breasted Wood Wren,24-Mar-13,Colombia,Cundinamarca,"Fusagasuga, E Andes",1829 m,"Chapman, F. M.; Cherrie",AMNH 122517,Male,Skin: Whole
NMNH,256030,Specimen/Lot,Passeriformes,Tyrannidae,Lophotriccus pileatus squamaecrista,Scale-crested Pygmy-Tyrant; Scale-crested Pygmy Tyrant,24-Mar-13,Colombia,Cundinamarca,"Fusagasuga, E Andes",2286 m,"Chapman, F. M.; Cherrie",16631; AMNH 122196,Male,Skin: Whole
NMNH,256379,Specimen/Lot,Passeriformes,Emberizidae,Tangara heinei,Blue-and-black Tanager (Spot-bellied); Black-capped Tanager,27-Mar-13,Colombia,,"Aguadita, Above Fusugasuga",1981 m,"Chapman, F. M.; Cherrie; Et Al.",16665,Male,Skin: Whole
NMNH,256119,Specimen/Lot,Passeriformes,Formicariidae,Thamnophilus unicolor grandior,Uniform Antshrike,28-Mar-13,Colombia,Cundinamarca,"Fusagasuga, E Andes",1829 m,"Chapman, F. M.; Cherrie",,Female,Skin: Whole
NMNH,256251,Specimen/Lot,Passeriformes,Vireonidae,Vireo gilvus leucophrys,Brown-capped Vireo; Warbling Vireo,28-Mar-13,Colombia,,"Fusugasuga, E Andes",1829 m,"Chapman, F. M.; Cherrie",AMNH 122522,Male,Skin: Whole
NMNH,256382,Specimen/Lot,Passeriformes,Emberizidae,Tangara nigroviridis cyanescens,Beryl-spangled Tanager,1-Apr-13,Colombia,,"El Roble, E Andes, Above Fusugasuga",2438 m,"Chapman, F. M.; Cherrie; Et Al.",,Male,Skin: Whole
NMNH,256235,Specimen/Lot,Passeriformes,Troglodytidae,Cinnycerthia olivascens bogotensis,Sharpe's Wren; Sepia-brown Wren,1-Apr-13,Colombia,,"El Roble, E Andes, Above Fusugasuga",2438 m,Cherrie,16750; AMNH 122429,Male,Skin: Whole
NMNH,256280,Specimen/Lot,Passeriformes,Emberizidae,Diglossa cyanea cyanea,Masked Flowerpiercer,2-Apr-13,Colombia,Cundinamarca,"El Roble, Above Fusugasuga, E Andes",2438 m,"Chapman, F. M.; Cherrie",AMNH 122867,Female,Skin: Whole
NMNH,256230,Specimen/Lot,Passeriformes,Troglodytidae,Henicorhina leucophrys leucophrys,Gray-breasted Wood-Wren; Gray-breasted Wood-Wren (hilaris); Grey-breasted Wood Wren,2-Apr-13,Colombia,Cundinamarca,"El Roble, Above Fusugasuga, E Andes",2438 m,"Chapman, F. M.; Cherrie",AMNH 122511,,Skin: Whole
NMNH,255902,Specimen/Lot,Apodiformes,Trochilidae,Heliangelus exortis,Tourmaline Sunangel,2-Apr-13,Colombia,Cundinamarca,"El Roble, Above Fusugasuga, E Andes",2438 m,Chapman; Cherrie,16776,Male,Skin: Whole
NMNH,255903,Specimen/Lot,Apodiformes,Trochilidae,Heliangelus exortis,Tourmaline Sunangel,2-Apr-13,Colombia,Cundinamarca,"El Roble, Above Fusugasuga, E Andes",2438 m,Chapman; Cherrie,AMNH 121631,Male,Skin: Whole
NMNH,255973,Specimen/Lot,Passeriformes,Tyrannidae,Myiophobus flavicans flavicans,Flavescent Flycatcher,4-Apr-13,Colombia,Cundinamarca ?,"El Roble, Above Fusagasuga,E Andes",2438 m,"Chapman, F. M.; Cherrie; Et Al.",AMNH 122296,Female,Skin: Whole
NMNH,256069,Specimen/Lot,Passeriformes,Cotingidae,Pipreola riefferii riefferii,Green-and-black Fruiteater,4-Apr-13,Colombia,Cundinamarca ?,"El Roble, Above Fusagasuga, E Andes",2438 m,"Chapman, F. M.; Cherrie; Et Al.",AMNH 122401,Male,Skin: Whole
NMNH,256099,Specimen/Lot,Passeriformes,Rhinocryptidae,Scytalopus unicolor latrans,Blackish Tapaculo (Blackish); Blackish Tapaculo,6-Apr-13,Colombia,Cundinamarca ?,"El Pinon, Above Fusagasuga, E Andes",2926 m,"Chapman, F. M.; Cherrie",,Male,Skin: Whole
NMNH,256290,Specimen/Lot,Passeriformes,Parulidae,Conirostrum sitticolor sitticolor,Blue-backed Conebill,6-Apr-13,Colombia,,"El Pinon, Above Fusugasuga, E Andes",,"Chapman, F. M.; Cherrie",AMNH 122875,unknown,Skin: Whole
NMNH,256100,Specimen/Lot,Passeriformes,Rhinocryptidae,Scytalopus unicolor latrans,Blackish Tapaculo (Blackish); Blackish Tapaculo,7-Apr-13,Colombia,Cundinamarca ?,"El Pinon, Above Fusagasuga, E Andes",2926 m,"Chapman, F. M.; Cherrie",,Female,Skin: Whole
NMNH,256198,Specimen/Lot,Passeriformes,Dendrocolaptidae,Xiphocolaptes promeropirhynchus promeropirhynchus,Strong-billed Woodcreeper,7-Apr-13,Colombia,,"El Pinon, Above Fusugasuga, E Andes",2926 m,"Chapman, F. M.; Cherrie; Et Al.",AMNH 122098,Female,Skin: Whole
NMNH,256429,Specimen/Lot,Passeriformes,Emberizidae,Atlapetes schistaceus schistaceus,Slaty Brushfinch,23-Apr-13,Colombia,Cundinamarca,La Porquera,,"Gonzalez, M.",126725,Female,Skin: Whole
NMNH,308408,Specimen/Lot,Passeriformes,Emberizidae,Dacnis cayana napaea,Blue Dacnis,30-Apr-13,Colombia,,"La Tigrera, Santa Marta",,"Carriker, M. A.",11364; 41835,Male,Skin: Whole
NMNH,256276,Specimen/Lot,Passeriformes,Emberizidae,Diglossa baritula dorbignyi,Cinnamon-bellied Flowerpiercer; Rusty Flowerpiercer,30-Apr-13,Colombia,Cundinamarca,Palo Huaco,,"Gonzalez, M.",AMNH 126738,Female,Skin: Whole
NMNH,255880,Specimen/Lot,Piciformes,Picidae,Melanerpes formicivorus flavigula,Acorn Woodpecker; Acorn Woodpecker (Narrow-fronted),1-May-13,Colombia,Cundinamarca,"Pacho, Near, Palo Hueco",716 m,"Gonzalez, M.",,Male,Skin: Whole
NMNH,255879,Specimen/Lot,Piciformes,Picidae,Melanerpes formicivorus flavigula,Acorn Woodpecker; Acorn Woodpecker (Narrow-fronted),1-May-13,Colombia,Cundinamarca,"Pacho, Near, Palo Hueco",716 m,"Gonzalez, M.",,Female,Skin: Whole
NMNH,255881,Specimen/Lot,Piciformes,Picidae,Melanerpes formicivorus flavigula,Acorn Woodpecker; Acorn Woodpecker (Narrow-fronted),1-May-13,Colombia,Cundinamarca,"Pacho, Near, Palo Hueco",2350 m,"Gonzalez, M.",,Male,Skin: Whole
NMNH,256316,Specimen/Lot,Passeriformes,Icteridae,Agelaius icterocephalus bogotensis,Yellow-hooded Blackbird,10-May-13,Colombia,Cundinamarca,"La Holando, 42 km NE of Bogota",2650 m,"Gonzalez, M.",AMNH 126894,Male,Skin: Whole
NMNH,256277,Specimen/Lot,Passeriformes,Emberizidae,Diglossa baritula dorbignyi,Cinnamon-bellied Flowerpiercer; Rusty Flowerpiercer,10-May-13,Colombia,Cundinamarca,La Elanda,,"Gonzalez, M.",AMNH 126740,Male,Skin: Whole
NMNH,256317,Specimen/Lot,Passeriformes,Icteridae,Sturnella magna meridionalis,Eastern Meadowlark,11-May-13,Colombia,Cundinamarca,"La Holando, 42 km NE of Bogota",2650 m,"Gonzalez, M.",AMNH 126905,Male,Skin: Whole
NMNH,255825,Specimen/Lot,Falconiformes,Falconidae,Falco sparverius ochraceus,American Kestrel; American Kestrel (Eastern Caribbean),12-May-13,Colombia,Cundinamarca,"la Holanda, 42 Km NE Bogota",2650 m,"Gonzalez, M.",,Male,Skin: Whole
NMNH,256318,Specimen/Lot,Passeriformes,Icteridae,Sturnella magna meridionalis,Eastern Meadowlark,12-May-13,Colombia,Cundinamarca,"La Holando, 42 km NE of Bogota",2650 m,"Gonzalez, M.",AMNH 126907,Male,Skin: Whole
NMNH,255805,Specimen/Lot,Gruiformes,Rallidae,Fulica americana columbiana,American Coot,13-May-13,Colombia,Cundinamarca,"La Herrera, S of Bogota",2650 m,"Gonzalez, M.",,Female,Skin: Whole
NMNH,256447,Specimen/Lot,Passeriformes,Emberizidae,Saltator albicollis striatipectus,Lesser Antillean Saltator; Streaked Saltator,25-May-13,Colombia,Cundinamarca,"San Antonio, 30 km S Bogota",2400 m,"Gonzalez, M.",AMNH 126677,Male,Skin: Whole
NMNH,256398,Specimen/Lot,Passeriformes,Emberizidae,Tangara vitriolina,Rufous-winged Tanager; Scrub Tanager,26-May-13,Colombia,Cundinamarca,"El Alto De La Paz, Above De Tena",1500 m,"Gonzalez, M.",,Female,Skin: Whole
NMNH,256367,Specimen/Lot,Passeriformes,Emberizidae,Tangara cyanicollis granadensis,Blue-browed Tanager; Blue-necked Tanager,29-May-13,Colombia,Cundinamarca,"Terrasuca, Above La Mesa",1700 m,"Gonzalez, M.",,Male,Skin: Whole
NMNH,256067,Specimen/Lot,Passeriformes,Cotingidae,Ampelion rubrocristatus,Red-crested Cotinga,8-Jun-13,Colombia,Cundinamarca,Arcadera,,"Gonzalez, M.",AMNH 126603,Male,Skin: Whole
NMNH,255858,Specimen/Lot,Piciformes,Ramphastidae,Aulacorhynchus prasinus albivitta,Emerald Toucanet; Southern Emerald-Toucanet (Gray-throated); White-throated Toucanet,10-Jun-13,Colombia,Cundinamarca,"La Mar, Near Subachoque",2680 m,"Gonzalez, M.",AMNH 126503,Male,Skin: Whole
NMNH,253460,Specimen/Lot,Passeriformes,Emberizidae,Tangara gyrola toddi,Bay-headed Tanager,Jul-13,Colombia,Magdalena,San Lorenzo,1372 m,"Carriker, M. A.",,Male,Skin: Whole
NMNH,253472,Specimen/Lot,Passeriformes,Corvidae,Cyanocorax affinis affinis,Black-chested Jay,Jul-13,Colombia,Magdalena,San Lorenzo,1829 m,"Ruthven, A. G.",UMMZ 44889,unknown,Skin: Whole
NMNH,253360,Specimen/Lot,Ciconiiformes,Ardeidae,Nycticorax nycticorax nycticorax,Black-crowned Night-Heron; Black-crowned Night-Heron (American); Black-crowned Night Heron; Black-crowned Night-Heron (Eurasian),Jul-13,Colombia,Magdalena,Mamatoco,,"Garcia, W.",UMMZ 44905,Male/Adult,Skin: Whole
NMNH,256403,Specimen/Lot,Passeriformes,Emberizidae,Tangara arthus aurulenta,Golden Tanager (arthus); Golden Tanager,5-Jul-13,Colombia,Cundinamarca,"Subia, Near La Mesa",1900 m,"Gonzalez, M.",,Female,Skin: Whole
NMNH,256464,Specimen/Lot,Passeriformes,Emberizidae,Sporophila nigricollis nigricollis,Yellow-bellied Seedeater,8-Jul-13,Colombia,Cundinamarca,"Subia, Near La Mesa",1900 m,"Gonzalez, M.",AMNH 126668,Male,Skin: Whole
NMNH,256376,Specimen/Lot,Passeriformes,Emberizidae,Tangara heinei,Blue-and-black Tanager (Spot-bellied); Black-capped Tanager,8-Jul-13,Colombia,Cundinamarca,"Subia, Near La Mesa",1900 m,"Gonzalez, M.",AMNH126814,Male,Skin: Whole
NMNH,253414,Specimen/Lot,Piciformes,Bucconidae,Malacoptila mystacalis mystacalis,,10-Jul-13,Colombia,Magdalena,San Lorenzo,1372 m,"Gaige, F. M.",UMMZ 44865,Female/Adult,Skin: Whole
NMNH,253446,Specimen/Lot,Passeriformes,Tyrannidae,Pyrrhomyias cinnamomea assimilis,Cinnamon Flycatcher (Santa Marta); Cinnamon Flycatcher,10-Jul-13,Colombia,Magdalena,San Lorenzo,1372 m,"Gaige, F. M.",UMMZ 44861,Female/Adult,Skin: Whole
NMNH,253445,Specimen/Lot,Passeriformes,Tyrannidae,Pyrrhomyias cinnamomea assimilis,Cinnamon Flycatcher (Santa Marta); Cinnamon Flycatcher,10-Jul-13,Colombia,Magdalena,San Lorenzo,1372 m,"Gaige, F. M.",UMMZ 44862,unknown,Skin: Whole
NMNH,253429,Specimen/Lot,Passeriformes,Dendrocolaptidae,Xiphocolaptes promeropirhynchus sanctaemartae,Strong-billed Woodcreeper,10-Jul-13,Colombia,Magdalena,San Lorenzo,1372 m,"Gaige, F. M.",UMMZ 44866,Male/Adult,Skin: Whole
NMNH,256404,Specimen/Lot,Passeriformes,Emberizidae,Tangara arthus aurulenta,Golden Tanager (arthus); Golden Tanager,10-Jul-13,Colombia,Cundinamarca,"Subia, Near La Mesa",1900 m,"Gonzalez, M.",,Male,Skin: Whole
NMNH,253389,Specimen/Lot,Apodiformes,Trochilidae,Acestrura astreans,Santa Marta Woodstar,11-Jul-13,Colombia,,,1402 m,"Gaige, F. M.",UMMZ 44857,Male/Adult,Skin: Whole
NMNH,253382,Specimen/Lot,Apodiformes,Trochilidae,Thalurania colombica colombica,Violet-crowned Woodnymph; Crowned Woodnymph,11-Jul-13,Colombia,Magdalena,San Lorenzo,1402 m,"Gaige, F. M.",UMMZ 44854,Female/Adult,Skin: Whole
NMNH,253381,Specimen/Lot,Apodiformes,Trochilidae,Thalurania colombica colombica,Violet-crowned Woodnymph; Crowned Woodnymph,11-Jul-13,Colombia,,San Lorenzo,1402 m,"Gaige, F. M.",UMMZ 44858,Male/Adult,Skin: Whole
NMNH,253383,Specimen/Lot,Apodiformes,Trochilidae,Thalurania colombica colombica,Violet-crowned Woodnymph; Crowned Woodnymph,11-Jul-13,Colombia,Magdalena,San Lorenzo,1402 m,"Gaige, F. M.",UMMZ 44855,Female/Adult,Skin: Whole
NMNH,253379,Specimen/Lot,Apodiformes,Trochilidae,Thalurania colombica colombica,Violet-crowned Woodnymph; Crowned Woodnymph,12-Jul-13,Colombia,,San Lorenzo,1372 m,"Gaige, F. M.",UMMZ 44852,Male/Adult,Skin: Whole
NMNH,253428,Specimen/Lot,Passeriformes,Dendrocolaptidae,Xiphocolaptes promeropirhynchus sanctaemartae,Strong-billed Woodcreeper,12-Jul-13,Colombia,Magdalena,San Lorenzo,1372 m,"Gaige, F. M.",UMMZ 44807,Female/Adult,Skin: Whole
NMNH,253424,Specimen/Lot,Passeriformes,Furnariidae,Sclerurus albigularis propinquus,Gray-throated Leaftosser; Grey-throated Leaftosser,12-Jul-13,Colombia,Magdalena,San Lorenzo,1402 m,"Gaige, F. M.",UMMZ 44812,Female/Immature,Skin: Whole
NMNH,253464,Specimen/Lot,Passeriformes,Emberizidae,Sporophila obscura haplochroma,Yellow-faced Grassquit; Dull-colored Grassquit,12-Jul-13,Colombia,Magdalena,San Lorenzo,1433 m,"Gaige, F. M.",44843,unknown/Adult,"Skeleton: Partial:skull, legs and wings only."
NMNH,253384,Specimen/Lot,Apodiformes,Trochilidae,Thalurania colombica colombica,Violet-crowned Woodnymph; Crowned Woodnymph,12-Jul-13,Colombia,Magdalena,San Lorenzo,1433 m,"Gaige, F. M.",UMMZ 44853,Female/Adult,Skin: Whole
NMNH,253369,Specimen/Lot,Psittaciformes,Psittacidae,Pionus sordidus saturatus,Red-billed Parrot,13-Jul-13,Colombia,Magdalena,San Lorenzo,1402 m,"Gaige, F. M.",UMMZ 44806,Male/Adult,Skin: Whole
NMNH,253380,Specimen/Lot,Apodiformes,Trochilidae,Thalurania colombica colombica,Violet-crowned Woodnymph; Crowned Woodnymph,13-Jul-13,Colombia,Magdalena,San Lorenzo,1402 m,"Gaige, F. M.",UMMZ 44856,Male/Adult,Skin: Whole
NMNH,253324,Specimen/Lot,Galliformes,Cracidae,Penelope argyrotis colombiana,Band-tailed Guan,13-Jul-13,Colombia,Magdalena,"Santa Marta, Cerro San Lorenzo",1402 m,"Sargent, R. B.",UMUM 44898,Male/Adult,Skin: Whole
NMNH,253418,Specimen/Lot,Piciformes,Picidae,Piculus rubiginosus alleni,Golden-olive Woodpecker,13-Jul-13,Colombia,Magdalena,San Lorenzo,1433 m,"Gaige, F. M.",44769,Female/Adult,Skin: Whole
NMNH,253420,Specimen/Lot,Passeriformes,Rhinocryptidae,Scytalopus femoralis sanctaemartae,Santa Marta Tapaculo,14-Jul-13,Colombia,Magdalena,San Lorenzo,1280 m,"Ruthven, A. G.",,Male/Adult,Skin: Whole
NMNH,253415,Specimen/Lot,Piciformes,Picidae,Campephilus melanoleucos malherbii,Crimson-chested Woodpecker; Crimson-crested Woodpecker,15-Jul-13,Colombia,Magdalena,San Lorenzo,1067 m,"Ruthven, A. G.",44766,Male/Adult,Skin: Whole
NMNH,253328,Specimen/Lot,Columbiformes,Columbidae,Geotrygon linearis infusca,Lined Quail-Dove,15-Jul-13,Colombia,Magdalena,San Lorenzo,1219 m,"Ruthven, A. G.",,Male/Adult,Skin: Whole
NMNH,256278,Specimen/Lot,Passeriformes,Emberizidae,Diglossa cyanea cyanea,Masked Flowerpiercer,15-Jul-13,Colombia,Cundinamarca,Subia,,"Gonzalez, M.",AMNH 126753,Female,Skin: Whole
NMNH,256068,Specimen/Lot,Passeriformes,Cotingidae,Pipreola riefferii riefferii,Green-and-black Fruiteater,15-Jul-13,Colombia,Cundinamarca,Subia,,"Gonzalez, M.",AMNH 126596,Male,Skin: Whole
NMNH,253403,Specimen/Lot,Cuculiformes,Cuculidae,Piaya cayana mehleri,Squirrel Cuckoo; Squirrel Cuckoo (nigricrissa),15-Jul-13,Colombia,Magdalena,Fundacion,,"Ruthven, A. G.",,Female/Adult,Skin: Whole
NMNH,253385,Specimen/Lot,Apodiformes,Trochilidae,Amazilia saucerrottei warscewiczi,Steely-vented Hummingbird,16-Jul-13,Colombia,,,1372 m,"Carriker, M. A.",UMMZ 44851,Male/Adult,Skin: Whole
NMNH,253386,Specimen/Lot,Apodiformes,Trochilidae,Amazilia saucerrottei warscewiczi,Steely-vented Hummingbird,16-Jul-13,Colombia,Magdalena,"Santa Marta, San Lorenzo",1372 m,"Carriker, M. A.",UMMZ 44850,Male/Adult,Skin: Whole
NMNH,253431,Specimen/Lot,Passeriformes,Tyrannidae,Tityra semifasciata columbiana,Masked Tityra,16-Jul-13,Colombia,Magdalena,San Lorenzo,1372 m,"Carriker, M. A.",UMMZ 44792,Male/Adult,Skin: Whole
NMNH,253462,Specimen/Lot,Passeriformes,Emberizidae,Arremon schlegeli schlegeli,Golden-winged Sparrow,16-Jul-13,Colombia,,San Lorenzo,1372 m,"Gaige, F. M.",UMUM 44827,Male/Adult,Skin: Whole
NMNH,253452,Specimen/Lot,Passeriformes,Parulidae,Basileuterus coronatus conspicillatus,White-lored Warbler,16-Jul-13,Colombia,Magdalena,San Lorenzo,1372 m,"Gaige, F. M.",UMMZ 44838,Female/Adult,Skin: Whole
NMNH,253392,Specimen/Lot,Trogoniformes,Trogonidae,Trogon personatus sanctaemartae,Masked Trogon,16-Jul-13,Colombia,Magdalena,San Lorenzo,1372 m,"Ruthven, A. G.",44868,Male/Immature,Skin: Whole
NMNH,253457,Specimen/Lot,Passeriformes,Emberizidae,Eucometis penicillata cristata,Gray-headed Tanager; Grey-headed Tanager,16-Jul-13,Colombia,Magdalena,San Lorenzo,1402 m,"Gaige, F. M.",,Female/Adult,Skin: Whole
NMNH,253459,Specimen/Lot,Passeriformes,Emberizidae,Tangara gyrola toddi,Bay-headed Tanager,16-Jul-13,Colombia,Magdalena,San Lorenzo,1433 m,"Ruthven, A. G.",,Male/Adult,Skin: Whole
NMNH,256286,Specimen/Lot,Passeriformes,Parulidae,Conirostrum albifrons,Capped Conebill,16-Jul-13,Colombia,Cundinamarca,Subia,,"Gonzalez, M.",AMNH 126757,Male,Skin: Whole
NMNH,253390,Specimen/Lot,Apodiformes,Trochilidae,Acestrura astreans,Santa Marta Woodstar,17-Jul-13,Colombia,,,1372 m,"Carriker, M. A.",UMMZ 44859,Male/Adult,Skin: Whole
NMNH,253408,Specimen/Lot,Piciformes,Ramphastidae,Aulacorhynchus sulcatus calorhynchus,Groove-billed Toucanet (Yellow-billed); Groove-billed Toucanet,17-Jul-13,Colombia,Magdalena,San Lorenzo,,"Gaige, F. M.",UMMZ 44873,Male/Adult,Skin: Whole
NMNH,253421,Specimen/Lot,Passeriformes,Rhinocryptidae,Scytalopus femoralis sanctaemartae,Santa Marta Tapaculo,17-Jul-13,Colombia,Magdalena,San Lorenzo,,"Ruthven, A. G.",44835,Female/Immature,Skin: Whole
NMNH,253435,Specimen/Lot,Passeriformes,Tyrannidae,Tyrannus melancholicus,Tropical Kingbird,18-Jul-13,Colombia,Magdalena,San Lorenzo,1311 m,"Ruthven, A. G.",44794,Female/Adult,Skin: Whole
NMNH,253401,Specimen/Lot,Cuculiformes,Cuculidae,Piaya cayana mehleri,Squirrel Cuckoo; Squirrel Cuckoo (nigricrissa),18-Jul-13,Colombia,Magdalena,San Lorenzo,1372 m,"Gaige, F. M.",,Male/Adult,Skin: Whole
NMNH,44829,Specimen/Lot,Passeriformes,Parulidae,Parula pitiayumi elegans,Tropical Parula; Tropical Parula (Coiba I.),18-Jul-13,Colombia,Magdalena,San Lorenzo,1372 m,"Ruthven, A. G.",44829,Male/Adult,Skin: Whole
NMNH,253458,Specimen/Lot,Passeriformes,Emberizidae,Piranga flava faceta,Hepatic Tanager; Flame-colored Tanager; Tooth-billed Tanager,18-Jul-13,Colombia,Magdalena,San Lorenzo,1402 m,"Carriker, M. A.",,Female/Adult,Skin: Whole
NMNH,253325,Specimen/Lot,Galliformes,Cracidae,Penelope argyrotis colombiana,Band-tailed Guan,19-Jul-13,Colombia,Magdalena,"San Lorenzo, Sierra Nevada de Santa Marta",1524 m,"Carriker, M. A.",44899,Male/Adult,Skin: Whole
NMNH,253449,Specimen/Lot,Passeriformes,Troglodytidae,Henicorhina leucophrys bangsi,Gray-breasted Wood-Wren; Gray-breasted Wood-Wren (bangsi); Grey-breasted Wood Wren,20-Jul-13,Colombia,Magdalena,San Lorenzo,1372 m,"Gaige, F. M.",UMUM 44834,Male/Adult,Skin: Whole
NMNH,253402,Specimen/Lot,Cuculiformes,Cuculidae,Piaya cayana mehleri,Squirrel Cuckoo; Squirrel Cuckoo (nigricrissa),20-Jul-13,Colombia,Magdalena,San Lorenzo,1372 m,"Ruthven, A. G.",,Male/Adult,Skin: Whole
NMNH,253434,Specimen/Lot,Passeriformes,Tyrannidae,Tyrannus melancholicus,Tropical Kingbird,20-Jul-13,Colombia,Magdalena,San Lorenzo,1372 m,"Ruthven, A. G.",44824,Female/Adult,Skin: Whole
NMNH,253439,Specimen/Lot,Passeriformes,Tyrannidae,Myiarchus tuberculifer pallidus,Dusky-capped Flycatcher; Dusky-capped Flycatcher (Arizona),20-Jul-13,Colombia,Magdalena,San Lorenzo,1402 m,"Gaige, F. M.",UMMZ 44836,Female/Adult,Skin: Whole
NMNH,253451,Specimen/Lot,Passeriformes,Parulidae,Basileuterus coronatus conspicillatus,White-lored Warbler,21-Jul-13,Colombia,Magdalena,San Lorenzo,1219 m,"Gaige, F. M.",UMMZ 44837,Female/Adult,Skin: Whole
NMNH,253444,Specimen/Lot,Passeriformes,Tyrannidae,Pyrrhomyias cinnamomea assimilis,Cinnamon Flycatcher (Santa Marta); Cinnamon Flycatcher,21-Jul-13,Colombia,Magdalena,San Lorenzo,1463 m,"Ruthven, A. G.",UMMZ 44847,Female/Adult,Skin: Whole
NMNH,253447,Specimen/Lot,Passeriformes,Tyrannidae,Pyrrhomyias cinnamomea assimilis,Cinnamon Flycatcher (Santa Marta); Cinnamon Flycatcher,22-Jul-13,Colombia,Magdalena,San Lorenzo,1524 m,"Gaige, F. M.",UMMZ 44846,Male/Adult,Skin: Whole
