Chapman	Clements	Locality.specific	Locality	Count
Drymophila caudata caudata	Drymophila caudata	Las Lomitas	Lomitas	1
Drymophila caudata caudata	Drymophila caudata	Cocal	Cocal	3
Drymophila caudata caudata	Drymophila caudata	Gallera	Gallera	2
Drymophila caudata caudata	Drymophila caudata	Salento	Salento	2
Drymophila caudata caudata	Drymophila caudata	Santa Elena	Santa Elena	4
Drymophila caudata caudata	Drymophila caudata	El Eden	El Eden	1
Terenura callinota	Euchrepomis callinota	Aguadita	Aguadita	2
Ramphocaenus melanurus trinitatis	Ramphocaenus melanurus	Buena Vista	Buena Vista	1
Ramphocaenus rufiventris griseodorsalis	Ramphocaenus melanurus	Dabeiba	Dabeiba	1
Ramphocaenus rufiventris griseodorsalis	Ramphocaenus melanurus	Miraflores	Miraflores	1
Ramphocaenus rufiventris griseodorsalis	Ramphocaenus melanurus	Salento	Salento	1
Microbates cinereiventris cinereiventris	Microbates cinereiventris	Alto Bonito	Alto Bonito	1
Microbates cinereiventris cinereiventris	Microbates cinereiventris	Juntas de Tamana	Juntas de Tamana	2
Microbates cinereiventris cinereiventris	Microbates cinereiventris	Novita	Novita	1
Microbates cinereiventris cinereiventris	Microbates cinereiventris	Buenaventura	Buenaventura	1
Microbates cinereiventris cinereiventris	Microbates cinereiventris	San Jose	San Jose	1
Microbates cinereiventris cinereiventris	Microbates cinereiventris	Barbacoas	Barbacoas	4
Microbates cinereiventris cinereiventris	Microbates cinereiventris	Buenavista	Buenavista	1
Microbates cinereiventris magdalenae	Microbates cinereiventris	Puerto Berrio	Puerto Berrio	1
Microbates collaris	Microbates collaris	Florencia	Florencia	1
Cercomacra sclateri	Cercomacra cinerascens	Florencia	Florencia	3
Cercomacra tyrannina tyrannina	Cercomacroides tyrannina	Barbacoas	Barbacoas	4
Cercomacra tyrannina tyrannina	Cercomacroides tyrannina	Puerto Valdivia	Puerto Valdivia	5
Cercomacra tyrannina tyrannina	Cercomacroides tyrannina	La Frijolera	La Frijolera	3
Cercomacra tyrannina tyrannina	Cercomacroides tyrannina	Salencio	Alban	1
Cercomacra tyrannina tyrannina	Cercomacroides tyrannina	Rio Frio	Rio Frio	1
Cercomacra tyrannina tyrannina	Cercomacroides tyrannina	Miraflores	Miraflores	2
Cercomacra tyrannina tyrannina	Cercomacroides tyrannina	Honda	Honda (W of)	1
Cercomacra tyrannina tyrannina	Cercomacroides tyrannina	Buena Vista	Buena Vista	9
Cercomacra tyrannina tyrannina	Cercomacroides tyrannina	Villavicencio	Villavicencio	5
Cercomacra nigricans	Cercomacra nigricans	Cali	Cali	2
Cercomacra nigricans	Cercomacra nigricans	Rio Frio	Rio Frio	3
Cercomacra nigricans	Cercomacra nigricans	Algodonal	Algodonal	2
Cercomacra nigricans	Cercomacra nigricans	Banco	Banco	1
Cercomacra nigricans	Cercomacra nigricans	Nare	Nare	1
Cercomacra nigricans	Cercomacra nigricans	Puerto Berrio	Puerto Berrio	3
Cercomacra nigricans	Cercomacra nigricans	Malena	Malena	5
Cercomacra nigricans	Cercomacra nigricans	Honda	Honda	4
Cercomacra nigricans	Cercomacra nigricans	Chicoral	Chicoral	2
Cercomacra nigricans	Cercomacra nigricans	Buena Vista	Buena Vista	1
Cercomacra nigricans	Cercomacra nigricans	Villavicencio	Villavicencio	3
Cercomacra berlepschi	Sipia berlepschi	Bagado	Bagado	1
Cercomacra berlepschi	Sipia berlepschi	Baudo	Baudo	1
Cercomacra berlepschi	Sipia berlepschi	Novita	Novita	1
Cercomacra berlepschi	Sipia berlepschi	San Jose	San Jose	1
Cercomacra berlepschi	Sipia berlepschi	Barbacoas	Barbacoas	5
Cercomacra berlepschi	Sipia berlepschi	Buenavista	Buenavista	1
Pyriglena picea	Pyriglena leuconota	La Candela	La Candela	12
Pyriglena picea	Pyriglena leuconota	Anolaima (3000 - 5000 ft)	Anolaima	4
Anoplops bicolor aequatorialis	Gymnopithys bicolor	Barbacoas	Barbacoas	5
Anoplops bicolor aequatorialis	Gymnopithys bicolor	Buenavista	Buenavista	1
Anoplops bicolor daguae	Gymnopithys bicolor	Bagado	Bagado	1
Anoplops bicolor daguae	Gymnopithys bicolor	La Vieja	La Vieja	1
Anoplops bicolor daguae	Gymnopithys bicolor	Baudo	Baudo	1
Anoplops bicolor daguae	Gymnopithys bicolor	Novita	Novita	4
Anoplops bicolor daguae	Gymnopithys bicolor	Noanama	Noanama	1
Anoplops bicolor bicolor	Gymnopithys bicolor	Salaqui	Salaqui	1
Anoplops bicolor bicolor	Gymnopithys bicolor	Alto Bonito	Alto Bonito	3
Myrmeciza melanoceps	Akletos melanoceps	Florencia	Florencia	5
Myrmeciza melanoceps	Akletos melanoceps	La Morelia	La Morelia	1
Myrmeciza maculifer maculifer	Poliocrania exsul	Bagado	Bagado	1
Myrmeciza maculifer maculifer	Poliocrania exsul	Baudo	Baudo	1
Myrmeciza maculifer maculifer	Poliocrania exsul	Novita	Novita	6
Myrmeciza maculifer maculifer	Poliocrania exsul	Juntas de Tamana	Juntas de Tamana	7
Myrmeciza maculifer maculifer	Poliocrania exsul	San Jose	San Jose	4
Myrmeciza maculifer maculifer	Poliocrania exsul	Los Cisneros	Cisneros	6
Myrmeciza maculifer maculifer	Poliocrania exsul	Barbacoas	Barbacoas	6
Myrmeciza maculifer maculifer	Poliocrania exsul	Buenavista	Buenavista	1
Myrmeciza maculifer cassini	Poliocrania exsul	Salaqui	Salaqui	2
Myrmeciza maculifer cassini	Poliocrania exsul	Alto Bonito	Alto Bonito	9
Myrmeciza maculifer cassini	Poliocrania exsul	Dabeiba	Dabeiba	1
Myrmeciza maculifer cassini	Poliocrania exsul	Puerto Valdivia	Puerto Valdivia	7
Myrmeciza maculifer cassini	Poliocrania exsul	Malena	Malena	1
Myrmeciza immaculatus immaculatus	Hafferia immaculata	La Frijolera	La Frijolera	2
Myrmeciza immaculatus immaculatus	Hafferia immaculata	Miraflores	Miraflores	1
Myrmeciza immaculatus immaculatus	Hafferia immaculata	Fusagasuga	Fusagasuga	1
Myrmeciza immaculatus immaculatus	Hafferia immaculata	Honda	Honda	3
Myrmeciza immaculatus immaculatus	Hafferia immaculata	El Consuelo (3200 ft)	El Consuelo	3
Myrmeciza immaculatus berlepschi	Hafferia zeledoni	Alto Bonito	Alto Bonito	3
Myrmeciza immaculatus berlepschi	Hafferia zeledoni	Bagado	Bagado	1
Myrmeciza immaculatus berlepschi	Hafferia zeledoni	Baudo	Baudo	2
Myrmeciza immaculatus berlepschi	Hafferia zeledoni	Novita	Novita	5
Myrmeciza immaculatus berlepschi	Hafferia zeledoni	Novita Trail (3500 ft)	Novita Trail	1
Myrmeciza immaculatus berlepschi	Hafferia zeledoni	Salencio	Alban	1
Myrmeciza immaculatus berlepschi	Hafferia zeledoni	San Jose	San Jose	5
Myrmeciza immaculatus berlepschi	Hafferia zeledoni	Las Lomitas	Lomitas	1
Myrmeciza immaculatus berlepschi	Hafferia zeledoni	Barbacoas	Barbacoas	6
Myrmeciza immaculatus berlepschi	Hafferia zeledoni	Buenavista	Buenavista	1
Myrmeciza longipes boucardi	Myrmeciza longipes	Honda	Honda (W of)	9
Myrmeciza longipes boucardi	Myrmeciza longipes	El Consuelo	El Consuelo	1
Myrmeciza longipes boucardi	Myrmeciza longipes	Chicoral	Chicoral	1
Myrmeciza longipes boucardi	Myrmeciza longipes	Andalucia (5000 ft)	Andalucia	1
Myrmeciza longipes panamensis	Myrmeciza longipes	Algodonal	Algodonal	1
Myrmeciza laemosticta nigricauda	Sipia nigricauda	San Jose	San Jose	2
Myrmeciza laemosticta nigricauda	Sipia nigricauda	Buenavista	Buenavista	1
Myrmeciza laemosticta nigricauda	Sipia nigricauda	Puerto Valdivia	Puerto Valdivia	4
Gymnocichla nudiceps sanctaemartae	Gymnocichla nudiceps	Nare	Nare	1
Dichrozona cinctus	Dichrozona cincta	Florencia	Florencia	2
Dichrozona cinctus	Dichrozona cincta	La Morelia	La Morelia	1
Hypocnemis cantator peruviana	Hypocnemis peruviana	La Morelia	La Morelia	4
Hypocnemis hypoxantha	Hypocnemis hypoxantha	La Morelia	La Morelia	1
Myrmoborus leucophrys leucophrys	Myrmoborus leucophrys	Buena Vista	Buena Vista	5
Myrmoborus leucophrys leucophrys	Myrmoborus leucophrys	Villavicencio	Villavicencio	7
Myrmoborus leucophrys leucophrys	Myrmoborus leucophrys	La Morelia	La Morelia	3
Myrmoborus myiotherinus elegans	Myrmoborus myotherinus	La Morelia	La Morelia	4
Myrmoborus myiotherinus elegans	Myrmoborus myotherinus	Florencia	Florencia	4
Hylophylax lepidonata	Willisornis poecilinotus	La Morelia	La Morelia	3
Hylophylax naevia theresae	Hylophylax naevius	La Morelia	La Morelia	7
Hylophylax naevioides	Hylophylax naevioides	Baudo	Baudo	1
Hylophylax naevioides	Hylophylax naevioides	Atrato River	Rio Atrato	1
Hylophylax naevioides	Hylophylax naevioides	Barbacoas	Barbacoas	6
Hylophylax naevioides	Hylophylax naevioides	Malena	Malena	1
Phenostictus macleannani macleannani	Phaenostictus mcleannani	Puerto Valdivia	Puerto Valdivia	1
Phenostictus macleannani macleannani	Phaenostictus mcleannani	Barbacoas	Barbacoas	2
Rhopoterpe torquata torquata	Myrmornis torquata	La Morelia	La Morelia	2
Formicarius colma nigrifrons	Formicarius colma	La Morelia	La Morelia	3
Formicarius colma nigrifrons	Formicarius colma	Florencia	Florencia	1
Formicarius analis connectens	Formicarius analis	La Morelia	La Morelia	3
Formicarius analis connectens	Formicarius analis	Villavicencio	Villavicencio	3
Formicarius nigricapillus destructus	Formicarius nigricapillus	San Jose	San Jose	1
Formicarius analis saturatus	Formicarius analis	Atrato River	Rio Atrato	1
Formicarius analis saturatus	Formicarius analis	Puerto Valdivia	Puerto Valdivia	2
Formicarius analis saturatus	Formicarius analis	Rio Frio	Rio Frio	1
Formicarius analis saturatus	Formicarius analis	Malena	Malena	3
Formicarius analis saturatus	Formicarius analis	Puerto Berrio	Puerto Berrio	2
Formicarius rufipectus carrikeri	Formicarius rufipectus	La Frijolera	La Frijolera	1
Formicarius rufipectus carrikeri	Formicarius rufipectus	Salencio	Alban	1
Formicarius rufipectus carrikeri	Formicarius rufipectus	San Antonio	San Antonio	3
Formicarius rufipectus carrikeri	Formicarius rufipectus	Andes W of Popayan (10340 ft)	Coast Range	1
Formicarius rufipectus carrikeri	Formicarius rufipectus	Miraflores	Miraflores	6
Formicarius rufipectus carrikeri	Formicarius rufipectus	Salento	Salento	1
Chamaeza brevicauda columbiana	Chamaeza nobilis	Buena Vista	Buena Vista	9
Chamaeza brevicauda (nobilis?)	Chamaeza nobilis	La Morelia	La Morelia	3
Chamaeza turdina	Chamaeza turdina	Miraflores	Miraflores	1
Chamaeza turdina	Chamaeza turdina	La Palma	La Palma	1
Chamaeza turdina	Chamaeza turdina	Andalucia (7000 ft)	Andalucia	1
Chamaeza mollissima	Chamaeza mollissima	Almaguer	Almaguer	1
Chamaeza mollissima	Chamaeza mollissima	Laguneta	Laguneta	2
Pittasoma rosenbergi	Pittasoma rufopileatum	Baudo (3500 ft)	Baudo	1
Pittasoma rosenbergi	Pittasoma rufopileatum	Novita	Novita	2
Pittasoma rosenbergi	Pittasoma rufopileatum	Noanama	Noanama	1
Pittasoma harterti	Pittasoma rufopileatum	Barbacoas	Barbacoas	6
Grallaria squamigera	Grallaria squamigera	Laguneta	Laguneta	2
Grallaria squamigera	Grallaria squamigera	Santa Isabel	Paramo Santa Isabel	2
Grallaria guatimalensis chocoensis	Grallaria guatimalensis	Baudo (3000 ft)	Baudo	1
Grallaria alleni	Grallaria alleni	Salento	Salento	1
Grallaria ruficeps	Grallaria nuchalis	Laguneta	Laguneta	8
Grallaria ruficeps	Grallaria nuchalis	Almaguer	Almaguer	5
Grallaria ruficeps	Grallaria nuchalis	El Penon	El Penon	1
Grallaria rufocinerea	Grallaria rufocinerea	Laguneta	Laguneta	4
Grallaria rufocinerea	Grallaria rufocinerea	above Salento	Salento	1
Grallaria monticola	Grallaria quitensis	Santa Isabel	Paramo Santa Isabel	9
Grallaria monticola	Grallaria quitensis	Valle de las Papas	Valle de las Papas	7
Grallaria milleri	Grallaria milleri	Laguneta	Laguneta	7
Grallaria hypoleuca	Grallaria hypoleuca	San Agustin	San Agustin	1
Grallaria hypoleuca	Grallaria hypoleuca	La Candela	La Candela	1
Grallaria hypoleuca	Grallaria hypoleuca	Fusagasuga	Fusagasuga	4
Grallaria hypoleuca	Grallaria hypoleuca	Aguadita (6500 ft above Fusugasuga)	Aguadita	2
Grallaria ruficapilla ruficapilla	Grallaria ruficapilla	San Antonio	San Antonio	4
Grallaria ruficapilla ruficapilla	Grallaria ruficapilla	Cerro Munchique	Cerro Munchique	2
Grallaria ruficapilla ruficapilla	Grallaria ruficapilla	La Florida	La Florida	2
Grallaria ruficapilla ruficapilla	Grallaria ruficapilla	Cocal	Cocal	1
Grallaria ruficapilla ruficapilla	Grallaria ruficapilla	Ricaurte	Ricaurte	3
Grallaria ruficapilla ruficapilla	Grallaria ruficapilla	Miraflores	Miraflores	2
Grallaria ruficapilla ruficapilla	Grallaria ruficapilla	Salento	Salento	4
Grallaria ruficapilla ruficapilla	Grallaria ruficapilla	Rio Toche	Rio Toche	1
Grallaria ruficapilla ruficapilla	Grallaria ruficapilla	El Eden	El Eden	3
Grallaria ruficapilla ruficapilla	Grallaria ruficapilla	Fusagasuga	Fusagasuga	1
Grallaria ruficapilla ruficapilla	Grallaria ruficapilla	El Roble	Los Robles	2
Grallaria ruficapilla ruficapilla	Grallaria ruficapilla	El Penon	El Penon	1
Grallaria brevicauda minor	Myrmothera campanisona	La Morelia	La Morelia	2
Grallaria brevicauda minor	Myrmothera campanisona	Florencia	Florencia	2
Grallaria modesta	Myrmothera campanisona	Villavicencio	Villavicencio	1
Oropezus rufula rufula	Grallaria rufula	Paramillo	Paramillo	1
Oropezus rufula rufula	Grallaria rufula	Andes W of Popayan (10340 ft)	Coast Range	2
Oropezus rufula rufula	Grallaria rufula	Laguneta	Laguneta	1
Oropezus rufula rufula	Grallaria rufula	Santa Isabel	Paramo Santa Isabel	3
Oropezus rufula rufula	Grallaria rufula	El Penon	El Penon	1
Oropezus rufula rufula	Grallaria rufula	Chipaque	Chipaque	1
Hylopezus dives barbacoae	Hylopezus dives	Alto Bonito	Alto Bonito	4
Hylopezus dives barbacoae	Hylopezus dives	San Jose	San Jose	1
Hylopezus dives barbacoae	Hylopezus dives	Barbacoas	Barbacoas	4
Hylopezus dives fulviventris	Hylopezus dives	La Morelia	La Morelia	1
Hylopezus perspicillata periopthalmica	Hylopezus perspicillatus	Baudo (3500 ft)	Baudo	4
Hylopezus perspicillata periopthalmica	Hylopezus perspicillatus	Barbacoas	Barbacoas	1
Hylopezus perspicillata perspicillata	Hylopezus perspicillatus	Salaqui	Salaqui	1
Hylopezus perspicillata perspicillata	Hylopezus perspicillatus	Puerto Valdivia	Puerto Valdivia	1
Grallaricula costaricensis	Grallaricula flavirostris	Cocal	Cocal	1
Grallaricula costaricensis	Grallaricula flavirostris	San Antonio	San Antonio	1
Grallaricula nana	Grallaricula nana	Laguneta	Laguneta	1
Grallaricula nana	Grallaricula nana	above Salento	Salento	1
Grallaricula cucullata	Grallaricula cucullata	La Candela	La Candela	2
Furnarius agnatus	Furnarius leucopus	Turbaco	Turbaco	2
Furnarius agnatus	Furnarius leucopus	Calamar	Calamar	2
Furnarius agnatus	Furnarius leucopus	Boca de Chimi	Bocas de Chimi	1
Furnarius agnatus	Furnarius leucopus	Puerto Berrio	Puerto Berrio	1
Furnarius agnatus	Furnarius leucopus	Malena	Malena	2
Upucerthia excelsior columbiana	Cinclodes excelsior	Paramo Santa Isabel	Paramo Santa Isabel	20
Lochmias sororia	Lochmias nematura	Miraflores	Miraflores	2
Lochmias sororia	Lochmias nematura	Buena Vista	Buena Vista	1
Schizoeaca fuliginosa	Asthenes fuliginosa	Almaguer	Almaguer	1
Schizoeaca fuliginosa	Asthenes fuliginosa	Santa Isabel	Paramo Santa Isabel	4
Schizoeaca fuliginosa	Asthenes fuliginosa	Tocaimito	Tocaimito	2
Schizoeaca fuliginosa	Asthenes fuliginosa	El Penon	El Penon	1
Leptasthenura andicola	Leptasthenura andicola	Paramo Santa Isabel	Paramo Santa Isabel	4
Synallaxis azarae elegantior	Synallaxis azarae	Chipaque	Chipaque	6
Synallazis azarae media	Synallaxis azarae	Cerro Munchique	Cerro Munchique	6
Synallazis azarae media	Synallaxis azarae	Valle de las Papas	Valle de las Papas	7
Synallazis azarae media	Synallaxis azarae	Miraflores	Miraflores	4
Synallazis azarae media	Synallaxis azarae	Salento	Salento	5
Synallazis azarae media	Synallaxis azarae	Laguneta	Laguneta	3
Synallazis azarae media	Synallaxis azarae	Santa Elena	Santa Elena	3
Synallazis azarae media	Synallaxis azarae	Barro Blanco	Barro Blanco	1
Synallazis azarae media	Synallaxis azarae	El Eden	El Eden	6
Synallazis azarae media	Synallaxis azarae	above Ibague (7000 ft)	El Eden	1
Synallazis azarae media	Synallaxis azarae	La Candela	La Candela	2
Synallazis azarae media	Synallaxis azarae	La Palma	La Palma	3
Synallaxis moesta moesta	Synallaxis moesta	Buena Vista	Buena Vista	9
Synallaxis moesta moesta	Synallaxis moesta	Villavicencio	Villavicencio	2
Synallaxis moesta obscura	Synallaxis moesta	La Morelia	La Morelia	2
Synallaxis albescens albigularis	Synallaxis albescens	La Frijolera	La Frijolera	1
Synallaxis albescens albigularis	Synallaxis albescens	Caldas	Caldas	1
Synallaxis albescens albigularis	Synallaxis albescens	Cali	Cali	3
Synallaxis albescens albigularis	Synallaxis albescens	La Manuelita	La Manuelita	4
Synallaxis albescens albigularis	Synallaxis albescens	Guengue	Guengue	1
Synallaxis albescens albigularis	Synallaxis albescens	Rio Frio	Rio Frio	1
Synallaxis albescens albigularis	Synallaxis albescens	Calamar	Calamar	3
Synallaxis albescens albigularis	Synallaxis albescens	Puerto Berrio	Puerto Berrio	2
Synallaxis albescens albigularis	Synallaxis albescens	Fusagasuga	Fusagasuga	1
Synallaxis albescens albigularis	Synallaxis albescens	Quetame	Quetame	2
Synallaxis albescens albigularis	Synallaxis albescens	Villavicencio	Villavicencio	4
Synallaxis subpudica	Synallaxis subpudica	Bogota (savanna)	Bogota	7
Synallaxis pudica pudica	Synallaxis brachyura	San Agustin (near)	San Agustin	2
Synallaxis pudica pudica	Synallaxis brachyura	Andalucia (3000 ft)	Andalucia	6
Synallaxis pudica pudica	Synallaxis brachyura	Fusagasuga	Fusagasuga	1
Synallaxis pudica pudica	Synallaxis brachyura	Anolaima	Anolaima	1
Synallaxis pudica pudica	Synallaxis brachyura	La Frijolera	La Frijolera	1
Synallaxis pudica nigrifumosa	Synallaxis brachyura	Alto Bonito	Alto Bonito	6
Synallaxis pudica nigrifumosa	Synallaxis brachyura	Dabeiba	Dabeiba	2
Synallaxis pudica nigrifumosa	Synallaxis brachyura	Iguamiando	Iguamiando	1
Synallaxis pudica nigrifumosa	Synallaxis brachyura	Bagado	Bagado	1
Synallaxis pudica nigrifumosa	Synallaxis brachyura	Choco	NA	1
Synallaxis pudica nigrifumosa	Synallaxis brachyura	Noanama	Noanama	2
Synallaxis pudica nigrifumosa	Synallaxis brachyura	Novita	Novita	1
Synallaxis pudica nigrifumosa	Synallaxis brachyura	San Jose	San Jose	3
Synallaxis pudica nigrifumosa	Synallaxis brachyura	Los Cisneros	Cisneros	2
Synallaxis pudica nigrifumosa	Synallaxis brachyura	Barbacoas	Barbacoas	4
Synallaxis pudica nigrifumosa	Synallaxis brachyura	Ricaurte	Ricaurte	2
Synallaxis pudica caucae	Synallaxis brachyura	La Manuelita	La Manuelita	3
Synallaxis pudica caucae	Synallaxis brachyura	Miraflores (below)	Miraflores	2
Synallaxis pudica caucae	Synallaxis brachyura	Cali	Cali	1
Synallaxis pudica caucae	Synallaxis brachyura	Guengue	Guengue	1
Synallaxis gujanensis columbianus	Synallaxis gujanensis	Buena Vista	Buena Vista	6
Synallaxis gujanensis columbianus	Synallaxis gujanensis	Villavicencio	Villavicencio	7
Synallaxis cinnamomea fuscifrons	Synallaxis cinnamomea	Bagado	Bagado	2
Synallaxis cinnamomea fuscifrons	Synallaxis cinnamomea	Atrato River	Rio Atrato	1
Synallaxis cinnamomea fuscifrons	Synallaxis cinnamomea	La Playa	La Playa	2
Synallaxis cinnamomea fuscifrons	Synallaxis cinnamomea	Calamar	Calamar	2
Synallaxis unirufa	Synallaxis unirufa	San Antonio	San Antonio	1
Synallaxis unirufa	Synallaxis unirufa	Andes W of Popayan (10340 ft)	Coast Range	5
Synallaxis unirufa	Synallaxis unirufa	Cocal (6000 ft)	Cocal	3
Synallaxis unirufa	Synallaxis unirufa	Cocal (4000 ft)	Cocal	1
Synallaxis unirufa	Synallaxis unirufa	Fusagasuga	Fusagasuga	2
Synallaxis unirufa	Synallaxis unirufa	El Roble	Los Robles	4
Synallaxis unirufa	Synallaxis unirufa	El Penon	El Penon	2
Synallaxis candaei candaei	Synallaxis candei	La Playa	La Playa	2
Synallaxis candaei candaei	Synallaxis candei	Calamar	Calamar	1
Synallaxis candaei candaei	Synallaxis candei	Remolino	Remolino	1
Synallaxis gularis gularis	Hellmayrea gularis	Paramillo	Paramillo	1
Synallaxis gularis gularis	Hellmayrea gularis	Andes W of Popayan (10340 ft)	Coast Range	4
Synallaxis gularis gularis	Hellmayrea gularis	Laguneta	Laguneta	2
Synallaxis gularis gularis	Hellmayrea gularis	El Penon	El Penon	1
Synallaxis rutilans caquetensis	Synallaxis rutilans	Florencia	Florencia	3
Siptornis antisiensis	Cranioleuca curtata	La Candela	La Candela	1
Siptornis antisiensis	Cranioleuca curtata	El Roble	Los Robles	1
Siptornis antisiensis	Cranioleuca curtata	Fusagasuga	Fusagasuga	1
Siptornis erythrops griseigularis	Cranioleuca erythrops	San Antonio	San Antonio	5
