dynamicproperties	catalognumber	recordnumber	recordedby	sex	lifestage	reproductivecondition	preparations	occurrenceremarks	fieldnumber	eventdate	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	eventremarks	country	countrycode	stateprovince	locality	decimallatitude	decimallongitude	georeferenceddate	scientificname	class	order	family	genus	specificepithet	infraspecificepithet	underivedlifestage	underivedsex
	15811		Unknown	female			study skin	From the collection of Frank S Wright.		1918	NA	NA	1918	NA	NA	1918		Colombia	CO	Cundinamarca	Bogota; istrito Capital de	4.609866	-74.08205	2009-07-07	Diglossa humeralis	Aves	Passeriformes	Thraupidae	Diglossa	humeralis			female
	19044		Unknown				study skin	From the collection of Frank S Wright.		1918	NA	NA	1918	NA	NA	1918		Colombia	CO	Cundinamarca	Bogota; istrito Capital de	4.609866	-74.08205	2009-07-07	Atlapetes pallidinucha	Aves	Passeriformes	Emberizidae	Atlapetes	pallidinucha			
	19443		E. Ross Allen				whole organism (ethanol) - 1			1956	NA	NA	1956	NA	NA	1956		Colombia	CO	Amazonas	Leticia	-4.09	-69.57		Cyclopes didactylus	Mammalia	Pilosa	Cyclopedidae	Cyclopes	didactylus			
	R-0012643	KKA 312	M. Tsalickis				whole organism (unknown) - 1	KKA Collection; also listed as KKA S:5-31	KKA 1958MAR10	1958-03-10	69	69	1958	3	10	10/3/1958	obtained from T. Jerkins	Colombia	CO		Leticia	NA	NA		Polychrus marmoratus spurrelli	Reptilia	Squamata	Polychrotidae	Polychrus	marmoratus	spurrelli		
	R-0012804	KKA 59	M. Tsalickis				whole organism (unknown) - 1	KKA Collection	KKA 1958NOV28	1958-11-28	332	332	1958	11	28	28/11/1958	obtained from T. Jerkins	Colombia	CO		Leticia	NA	NA		Melanosuchus niger	Reptilia	Crocodylia	Alligatoridae	Melanosuchus	niger			
	6064	34	Unknown	male			study skin	From the collection of Frank S Wright.		1934-05-15	135	135	1934	5	15	1934-05-15		Colombia	CO	Valle del Cauca	El Umbo, 4000 ft.	NA	NA		Aulacorhynchus haematopygus	Aves	Piciformes	Ramphastidae	Aulacorhynchus	haematopygus			male
	7103		Unknown	male			study skin	From the collection of Frank S Wright.		1918-06-29	180	180	1918	6	29	1918-06-29		Colombia	CO	Meta	Fusugasuga	NA	NA		Formicivora grisea hondae	Aves	Passeriformes	Thamnophilidae	Formicivora	grisea	hondae		male
{colors:Bill color: dull greenish; Leg color: red }	26527	CGS 3857	Charles G. Sibley	male		Testes 12 mm.	study skin			1956-06-20	172	172	1956	6	20	1956-06-20		Colombia	CO	Valle del Cauca	La Paila, 18 mi NNW Tulua, elevation 3000 feet; Valle	NA	NA		Theristicus caudatus	Aves	Pelecaniformes	Threskiornithidae	Theristicus	caudatus			male
	26553		Charles G. Sibley	female			study skin			1956-06-11	163	163	1956	6	11	1956-06-11		Colombia	CO	Valle del Cauca	Rio Anchicaya, 26 miles Southeast Buenaventura, elevation 1000 feet; Valle	NA	NA		Psarocolius angustifrons	Aves	Passeriformes	Icteridae	Psarocolius	angustifrons			female
	26554		Charles G. Sibley	female	juvenile		study skin			1956-06-11	163	163	1956	6	11	1956-06-11		Colombia	CO	Valle del Cauca	Rio Anchicaya, 26 miles Southeast Buenaventura, elevation 1000 feet; Valle	NA	NA		Psarocolius angustifrons	Aves	Passeriformes	Icteridae	Psarocolius	angustifrons		juvenile	female
{weight:15,left gonad length:7 }	26558	CGS 3810	Charles G. Sibley	male			study skin			1956-06-14	166	166	1956	6	14	1956-06-14		Colombia	CO	Valle del Cauca	Rio Anchicaya, 26 miles Southeast Buenaventura, elevation 1000 feet; Valle	NA	NA		Stelgidopteryx ruficollis	Aves	Passeriformes	Hirundinidae	Stelgidopteryx	ruficollis			male
{weight:18.4,left gonad length:5 }	26574	CGS 3806	Charles G. Sibley	female			study skin			1956-06-13	165	165	1956	6	13	1956-06-13		Colombia	CO	Valle del Cauca	Rio Anchicaya, 26 miles Southeast Buenaventura, elevation 1000 feet; Valle	NA	NA		Sayornis nigricans	Aves	Passeriformes	Tyrannidae	Sayornis	nigricans			female
{weight:20,left gonad length:6 }	26575	CGS 3770	Charles G. Sibley	female			study skin			1956-06-11	163	163	1956	6	11	1956-06-11		Colombia	CO	Valle del Cauca	Rio Anchicaya, 26 miles Southeast Buenaventura, elevation 1000 feet; Valle	NA	NA		Sayornis nigricans	Aves	Passeriformes	Tyrannidae	Sayornis	nigricans			female
	26587		Charles G. Sibley	male			study skin			1956-06-14	166	166	1956	6	14	1956-06-14		Colombia	CO	Valle del Cauca	Rio Anchicaya, 26 miles Southeast Buenaventura, elevation 1000 feet; Valle	NA	NA		Tangara icterocephala	Aves	Passeriformes	Thraupidae	Tangara	icterocephala			male
{weight:4.9 }	26589	CGS 3812	Charles G. Sibley	male	adult	Testes 1 mm.	study skin			1956-06-14	166	166	1956	6	14	1956-06-14		Colombia	CO	Valle del Cauca	Rio Anchicaya, 26 miles SE Buenaventura, elevation 1000 feet; Valle	NA	NA		Thalurania furcata	Aves	Apodiformes	Trochilidae	Thalurania	furcata		adult	male
{weight:8 }	26592	CGS 3790	Charles G. Sibley	male	adult	Testes 2 mm.	study skin			1956-06-12	164	164	1956	6	12	1956-06-12		Colombia	CO	Valle del Cauca	Rio Anchicaya, 26 miles SE Buenaventura, elevation 1000 feet; Valle	NA	NA		Florisuga mellivora	Aves	Apodiformes	Trochilidae	Florisuga	mellivora		adult	male
	26594		Charles G. Sibley	male			study skin			1956-06-15	167	167	1956	6	15	1956-06-15		Colombia	CO	Valle del Cauca	'Km 130', 7 miles East Buenaventura, elevation 50 feet; Valle	NA	NA		Saltator maximus	Aves	Passeriformes	Cardinalidae	Saltator	maximus			male
{weight:29.5,left gonad length:10 }	26596	CGS 3797	Charles G. Sibley	male			study skin			1956-06-13	165	165	1956	6	13	1956-06-13		Colombia	CO	Valle del Cauca	Aguas Claras, 18 miles Southeast Buenaventura, elevation 300 feet; Valle	NA	NA		Myiozetetes cayanensis	Aves	Passeriformes	Tyrannidae	Myiozetetes	cayanensis			male
	26598		Charles G. Sibley	female			study skin			1956-06-13	165	165	1956	6	13	1956-06-13		Colombia	CO	Valle del Cauca	Aguas Claras, 18 miles Southeast Buenaventura, elevation 300 feet; Valle	NA	NA		Mitrospingus cassinii	Aves	Passeriformes	Thraupidae	Mitrospingus	cassinii			female
	26605		Charles G. Sibley	female			study skin			1956-06-15	167	167	1956	6	15	1956-06-15		Colombia	CO	Valle del Cauca	Zabaletas, 14 miles Southeast, elevation 50 feet; Valle	NA	NA		Thraupis virens	Aves	Passeriformes	Thraupidae	Thraupis	virens			female
{weight:28.8,left gonad length:2,right gonad length:2 }	26606	CGS 3824	Charles G. Sibley	male			study skin			1956-06-15	167	167	1956	6	15	1956-06-15		Colombia	CO	Valle del Cauca	Zabaletas, 14 miles Southeast of Buenaventura, elevation 50 feet; Valle	NA	NA		Veniliornis kirkii	Aves	Piciformes	Picidae	Veniliornis	kirkii			male
	26609		Charles G. Sibley	female			study skin			1956-06-26	178	178	1956	6	26	1956-06-26		Colombia	CO	Valle del Cauca	El Placer, km. 75 from Cali, 12 miles Northeast Queremal, elevation 1300 feet; Valle	NA	NA		Tangara nigrocincta	Aves	Passeriformes	Thraupidae	Tangara	nigrocincta			female
	26613		Charles G. Sibley	male			study skin			1956-06-26	178	178	1956	6	26	1956-06-26		Colombia	CO	Valle del Cauca	El Placer, km. 75 from Cali, 12 miles Northeast Queremal, elevation 1300 feet; Valle	NA	NA		Chlorophanes spiza	Aves	Passeriformes	Thraupidae	Chlorophanes	spiza			male
	26615		Charles G. Sibley	female			study skin			1956-06-27	179	179	1956	6	27	1956-06-27		Colombia	CO	Valle del Cauca	Queremal, 18 miles West-Northwest, elevation 4900 feet; Valle	NA	NA		Piranga flava	Aves	Passeriformes	Cardinalidae	Piranga	flava			female
{weight:2.8 }	26618	CGS 3954	Charles G. Sibley	female		Ovary 2 mm.	study skin			1956-06-29	181	181	1956	6	29	1956-06-29		Colombia	CO	Valle del Cauca	La Elsa, 6 miles NW Queremal, (km. 63 from Cali); Valle	NA	NA		Popelairia conversii	Aves	Apodiformes	Trochilidae	Discosura	conversii			female
	26632		Charles G. Sibley	male			study skin			1956-06-20	172	172	1956	6	20	1956-06-20		Colombia	CO	Valle del Cauca	La Paila, 18 miles North-Northeast Tulua, elevation 3000 feet; Valle	NA	NA		Tangara ruficapilla	Aves	Passeriformes	Thraupidae	Tangara	ruficapilla			male
{weight:195.1,left gonad length:8 }	26636	CGS 3864	Charles G. Sibley	male			study skin			1956-06-20	172	172	1956	6	20	1956-06-20		Colombia	CO	Valle del Cauca	La Paila, 18 miles North-Northeast Tulua, elevation 3000 feet; Valle	NA	NA		Dryocopus lineatus	Aves	Piciformes	Picidae	Dryocopus	lineatus			male
{weight:350 }	26640	CGS 3879	Charles G. Sibley	male		Testes 7 mm.	study skin			1956-06-21	173	173	1956	6	21	1956-06-21		Colombia	CO	Valle del Cauca	La Paila, 18 miles NNE Tulva, elevation 3000 feet; Valle	NA	NA		Milvago chimachima	Aves	Falconiformes	Falconidae	Milvago	chimachima			male
	26642		Charles G. Sibley	male			study skin			1956-06-21	173	173	1956	6	21	1956-06-21		Colombia	CO	Valle del Cauca	La Paila, 18 miles North-Northeast Tulua, elevation 3000 feet; Valle	NA	NA		Euphonia saturata	Aves	Passeriformes	Fringillidae	Euphonia	saturata			male
{weight:26,left gonad length:8 }	26643	CGS 3870	Charles G. Sibley	male			study skin			1956-06-21	173	173	1956	6	21	1956-06-21		Colombia	CO	Valle del Cauca	La Paila, 18 miles North-Northeast Tulua, elevation 3000 feet; Valle	NA	NA		Lepidocolaptes souleyetii	Aves	Passeriformes	Furnariidae	Lepidocolaptes	souleyetii			male
{weight:29.5,left gonad length:6 }	26644	CGS 3883	Charles G. Sibley	male			study skin			1956-06-22	174	174	1956	6	22	1956-06-22		Colombia	CO	Valle del Cauca	La Paila, 18 miles North-Northeast Tulua, elevation 3000 feet; Valle	NA	NA		Lepidocolaptes souleyetii	Aves	Passeriformes	Furnariidae	Lepidocolaptes	souleyetii			male
{weight:60,left gonad length:7 }	26646	CGS 3872	Charles G. Sibley	male			study skin			1956-06-21	173	173	1956	6	21	1956-06-21		Colombia	CO	Valle del Cauca	La Paila, 18 miles North-Northeast Tulua, elevation 3000 feet; Valle	NA	NA		Pitangus sulphuratus	Aves	Passeriformes	Tyrannidae	Pitangus	sulphuratus			male
{weight:40,left gonad length:2 }	26647	CGS 3873	Charles G. Sibley	male	immature		study skin			1956-06-21	173	173	1956	6	21	1956-06-21		Colombia	CO	Valle del Cauca	La Paila, 18 miles North-Northeast Tulua, elevation 3000 feet; Valle	NA	NA		Tyrannus melancholicus	Aves	Passeriformes	Tyrannidae	Tyrannus	melancholicus		immature	male
	26532		Charles G. Sibley	male			study skin			1956-06-07	159	159	1956	6	7	1956-06-07		Colombia	CO	Valle del Cauca	El Salado, 43 km NW Cali (by road); Valle	NA	NA		Tangara ruficapilla	Aves	Passeriformes	Thraupidae	Tangara	ruficapilla			male
	26536		Charles G. Sibley	male			study skin			1956-06-30	182	182	1956	6	30	1956-06-30		Colombia	CO	Valle del Cauca	El Salado, 43 km NW Cali (by road); Valle	NA	NA		Ramphocelus dimidiatus	Aves	Passeriformes	Thraupidae	Ramphocelus	dimidiatus			male
	45807		Unknown				egg shell			1971-06-16	167	167	1971	6	16	1971-06-16		Colombia	CO	Valle del Cauca	S.Cali, (Hda.Canas Gordas); Valle	NA	NA		Coccyzus pumilus	Aves	Cuculiformes	Cuculidae	Coccyzus	pumilus			
{colors:Bill color: black; Leg color: black }	48247	KVS 4487	Kjell von Sneidern	male			study skin	iris=4mm		1941-10-08	281	281	1941	10	8	1941-10-08	shrubbery	Colombia	CO	Caquetá	Morelia, elevation 450 ft.	NA	NA		Atticora fasciata	Aves	Passeriformes	Hirundinidae	Atticora	fasciata			male
{weight:287.5 }	26628	CGS 3853	Charles G. Sibley	female		Ovary 10 mm.	study skin			1956-06-19	171	171	1956	6	19	1956-06-19		Colombia	CO	Valle del Cauca	La Paila, 18 miles NNE Tulua, elevation 3000 feet; Valle	NA	NA		Falco femoralis	Aves	Falconiformes	Falconidae	Falco	femoralis			female
{weight:10.6,left gonad length:2.5 }	26579	CGS 3805	Charles G. Sibley	male			study skin			1956-06-13	165	165	1956	6	13	1956-06-13		Colombia	CO	Valle del Cauca	Rio Anchicaya, 26 miles Southeast Buenaventura, elevation 1000 feet; Valle	NA	NA		Tyranniscus chrysops	Aves	Passeriformes	Tyrannidae	Zimmerius	chrysops			male
{weight:6.2 }	42079	3796	Charles G. Sibley	female		Ovary enlarged.  Ov. = 5 mm	skeleton			1956-06-13	165	165	1956	6	13	1956-06-13		Colombia	CO	Valle del Cauca	26 miles SE Buenaventura, Rio Anchicaya, elevation = 1000 feet; Valle	NA	NA		Todirostrum cinereum	Aves	Passeriformes	Tyrannidae	Todirostrum	cinereum			female
{weight:16.7,left gonad length:4 }	26586	GCS 3844	Charles G. Sibley	male			study skin			1956-06-16	168	168	1956	6	16	1956-06-16		Colombia	CO	Valle del Cauca	Rio Anchicaya, 26 miles Southeast Buenaventura, elevation 1000 feet; Valle	NA	NA		Colonia colonus	Aves	Passeriformes	Tyrannidae	Colonia	colonus			male
{weight:6.8,colors:Bill color: black *; Leg color: gray,left gonad length:5 }	26577	CGS 3840	Charles G. Sibley	male			study skin	mandible pale at base and tip		1956-06-16	168	168	1956	6	16	1956-06-16		Colombia	CO	Valle del Cauca	Rio Anchicaya, 26 miles Southeast Buenaventura, elevation 1000 feet; Valle	NA	NA		Todirostrum cinereum	Aves	Passeriformes	Tyrannidae	Todirostrum	cinereum			male
{weight:251,left gonad length:6,right gonad length:6 }	26612		Charles G. Sibley	male			study skin			1956-06-26	178	178	1956	6	26	1956-06-26		Colombia	CO	Valle del Cauca	El Placer, km. 75 from Cali, 12 miles NW Queremal, elevation 1300 feet; Valle	NA	NA		Pteroglossus torquatus sanguineus	Aves	Piciformes	Ramphastidae	Pteroglossus	torquatus	sanguineus		male
	26564		Charles G. Sibley	male			study skin			1956-06-15	167	167	1956	6	15	1956-06-15		Colombia	CO	Valle del Cauca	Rio Anchicaya, 26 miles Southeast Buenaventura, elevation 1000 feet; Valle	NA	NA		Sporophila aurita	Aves	Passeriformes	Emberizidae	Sporophila	aurita			male
{weight:5.4 }	26588	CGS 3811	Charles G. Sibley	male		Testes 1 mm.	study skin			1956-06-14	166	166	1956	6	14	1956-06-14		Colombia	CO	Valle del Cauca	Rio Anchicaya, 26 miles SE Buenaventura, elevation 1000 feet; Valle	NA	NA		Thalurania furcata	Aves	Apodiformes	Trochilidae	Thalurania	furcata			male
{weight:392.7 }	26639	CGS 3867	Charles G. Sibley	female		Ovary 18 mm.	study skin			1956-06-20	172	172	1956	6	20	1956-06-20		Colombia	CO	Valle del Cauca	La Paila, 18 miles NNE Tulua, elevation 3000 feet; Valle	NA	NA		Milvago chimachima	Aves	Falconiformes	Falconidae	Milvago	chimachima			female
{weight:318 }	42485	CGS 3761	Charles G. Sibley	female		Ovary=15mm.	skeleton			1956-06-08	160	160	1956	6	8	1956-06-08		Colombia	CO	Valle del Cauca	Navarro, 5 mi. E Cali	NA	NA		Vanellus chilensis	Aves	Charadriiformes	Charadriidae	Vanellus	chilensis			female
	26584		Charles G. Sibley	male			study skin			1956-06-11	163	163	1956	6	11	1956-06-11		Colombia	CO	Valle del Cauca	Rio Anchicaya, 26 miles Southeast Buenaventura, elevation 1000 feet; Valle	NA	NA		Mitrospingus cassinii	Aves	Passeriformes	Thraupidae	Mitrospingus	cassinii			male
{weight:389 }	26551	CGS 3764	Charles G. Sibley	female		Ovary 25 mm.	study skin			1956-06-08	160	160	1956	6	8	1956-06-08		Colombia	CO	Valle del Cauca	Navarro, 5 mi. E Cali	NA	NA		Oxyura dominica	Aves	Anseriformes	Anatidae	Oxyura	dominica			female
{weight:238.5,left gonad length:3 }	26653	CGS 3881	Charles G. Sibley	male			study skin			1956-06-22	174	174	1956	6	22	1956-06-22		Colombia	CO	Valle del Cauca	La Paila, 18 miles North-Northeast Tulua, elevation 3000 feet; Valle	NA	NA		Campephilus melanoleucos	Aves	Piciformes	Picidae	Campephilus	melanoleucos			male
{weight:8.4,left gonad length:5 }	26578	CGS 3788	Charles G. Sibley	female			study skin			1956-06-12	164	164	1956	6	12	1956-06-12		Colombia	CO	Valle del Cauca	Rio Anchicaya, 26 miles Southeast Buenaventura, elevation 1000 feet; Valle	NA	NA		Tyranniscus chrysops	Aves	Passeriformes	Tyrannidae	Zimmerius	chrysops			female
{weight:8 }	26651	CGS 3878	Charles G. Sibley	male		testes 7 mm	study skin			1956-06-21	173	173	1956	6	21	1956-06-21		Colombia	CO	Valle del Cauca	La Paila, 18 miles NNE Tulua, elevation 3000 feet; Valle	NA	NA		Sporophila minuta	Aves	Passeriformes	Emberizidae	Sporophila	minuta			male
{weight:219.5 }	26638	CGS 3866	Charles G. Sibley	female		Ovary 11 mm.	study skin			1956-06-20	172	172	1956	6	20	1956-06-20		Colombia	CO	Valle del Cauca	La Paila, 18 miles NNE Tulua, elevation 3000 feet; Valle	NA	NA		Falco rufigularis	Aves	Falconiformes	Falconidae	Falco	rufigularis			female
{weight:12.1,left gonad length:2 }	26657		Charles G. Sibley	female			study skin			1956-06-22	174	174	1956	6	22	1956-06-22		Colombia	CO	Valle del Cauca	La Paila, 18 miles NNE Tulua, elevation 3000 feet; Valle	NA	NA		Picumnus granadensis	Aves	Piciformes	Picidae	Picumnus	granadensis			female
{weight:209.1,left gonad length:9 }	26542		Charles G. Sibley	female	juvenile		study skin			1956-06-07	159	159	1956	6	7	1956-06-07		Colombia	CO	Valle del Cauca	Potedo, 10 miles Southeast Buenaventura, elevation 100 feet; Valle	NA	NA		Pteroglossus torquatus sanguineus	Aves	Piciformes	Ramphastidae	Pteroglossus	torquatus	sanguineus	juvenile	female
{weight:59 }	26624	CGS 3890	Charles G. Sibley	male		Testes 5 mm.	study skin			1956-06-24	176	176	1956	6	24	1956-06-24		Colombia	CO	Valle del Cauca	San Antonio, 8 miles NW Cali, elevation 6500 feet; Valle	NA	NA		Bolborhynchus lineola	Aves	Psittaciformes	Psittacidae	Bolborhynchus	lineola			male
{colors:Bill color: black; Leg color: black }	24947	MAC 21503	M. A. Carriker	male			study skin			1917-03-13	72	72	1917	3	13	1917-03-13		Colombia	CO	Valle del Cauca	Lagunillas	NA	NA		Cinclodes fuscus oreobates	Aves	Passeriformes	Furnariidae	Cinclodes	fuscus	oreobates		male
{colors:Bill color: white; Leg color: gray }	26526	CGS 3858	Charles G. Sibley	male		Testes 8 mm.	study skin	Bare skin of head orange on sides, pink and blue on crown.		1956-06-20	172	172	1956	6	20	1956-06-20		Colombia	CO	Valle del Cauca	La Paila, 18 miles NNW Tulua, elevation 3000 feet; Valle	NA	NA		Cathartes burrovianus	Aves	Accipitriformes	Cathartidae	Cathartes	burrovianus			male
	26565		Charles G. Sibley	female			study skin			1956-06-11	163	163	1956	6	11	1956-06-11		Colombia	CO	Valle del Cauca	Rio Anchicaya, 26 miles Southeast Buenaventura, elevation 1000 feet; Valle	NA	NA		Sporophila aurita	Aves	Passeriformes	Emberizidae	Sporophila	aurita			female
{weight:22.5,left gonad length:7 }	26601	CGS 3819	Charles G. Sibley	female			study skin			1956-06-15	167	167	1956	6	15	1956-06-15		Colombia	CO	Valle del Cauca	San Marcos, 16 miles Southeast Buenaventura, elevation 50 feet; Valle	NA	NA		Synallaxis brachyura	Aves	Passeriformes	Furnariidae	Synallaxis	brachyura			female
	26649		Charles G. Sibley	male			study skin			1956-06-21	173	173	1956	6	21	1956-06-21		Colombia	CO	Valle del Cauca	La Paila, 18 miles North-Northeast Tulua, elevation 3000 feet; Valle	NA	NA		Ramphocelus dimidiatus	Aves	Passeriformes	Thraupidae	Ramphocelus	dimidiatus			male
{weight:205.6 }	26539	CGS 3984	Charles G. Sibley	male		Testes 9 mm.	study skin			1956-07-01	183	183	1956	7	1	1956-07-01		Colombia	CO	Valle del Cauca	El Salado, 43 km NW Cali (by road); Valle	NA	NA		Aratinga wagleri	Aves	Psittaciformes	Psittacidae	Aratinga	wagleri			male
	26559		Charles G. Sibley	female			study skin			1956-06-11	163	163	1956	6	11	1956-06-11		Colombia	CO	Valle del Cauca	Rio Anchicaya, 26 miles Southeast Buenaventura, elevation 1000 feet; Valle	NA	NA		Stelgidopteryx ruficollis	Aves	Passeriformes	Hirundinidae	Stelgidopteryx	ruficollis			female
{weight:14.5,left gonad length:9 }	26654	CGS 3884	Charles G. Sibley	male			study skin			1956-06-22	174	174	1956	6	22	1956-06-22		Colombia	CO	Valle del Cauca	La Paila, 18 miles North-Northeast Tulua, elevation 3000 feet; Valle	NA	NA		Synallaxis albescens	Aves	Passeriformes	Furnariidae	Synallaxis	albescens			male
{weight:19.8,left gonad length:10 }	26570	CGS 3782	Charles G. Sibley	male			study skin			1956-06-12	164	164	1956	6	12	1956-06-12		Colombia	CO	Valle del Cauca	Rio Anchicaya, 26 miles Southeast Buenaventura, elevation 1000 feet; Valle	NA	NA		Myiarchus tuberculifer	Aves	Passeriformes	Tyrannidae	Myiarchus	tuberculifer			male
{weight:4.8 }	26656	CGS 3886	Charles G. Sibley	male		Testes 3 mm.	study skin	Mandible red except tip.		1956-06-22	174	174	1956	6	22	1956-06-22		Colombia	CO	Valle del Cauca	La Paila, 18 miles NNE Tulua, elevation 3000 feet; Valle	NA	NA		Amazilia saucerrottei	Aves	Apodiformes	Trochilidae	Amazilia	saucerrottei			male
{weight:24.1 }	26600	CGS 3802	Charles G. Sibley	in question		gonads destroyed	study skin			1956-06-13	165	165	1956	6	13	1956-06-13		Colombia	CO	Valle del Cauca	Aguas Claras, 18 miles Southeast Buenaventura, elevation 300 feet; Valle	NA	NA		Sipia berlepschi	Aves	Passeriformes	Thamnophilidae	Sipia	berlepschi			in question
	26581	3771	Charles G. Sibley	female			study skin			1956-06-11	163	163	1956	6	11	1956-06-11		Colombia	CO	Valle del Cauca	Rio Anchicaya, 26 miles Southeast Buenaventura, elevation 1500 feet; Valle	NA	NA		Troglodytes aedon	Aves	Passeriformes	Troglodytidae	Troglodytes	aedon			female
{weight:240,left gonad length:4 }	26652	CGS 3880	Charles G. Sibley	male			study skin			1956-06-22	174	174	1956	6	22	1956-06-22		Colombia	CO	Valle del Cauca	La Paila, 18 miles North-Northeast Tulua, elevation 3000 feet; Valle	NA	NA		Campephilus melanoleucos	Aves	Piciformes	Picidae	Campephilus	melanoleucos			male
	26544		Charles G. Sibley	female			study skin			1956-06-08	160	160	1956	6	8	1956-06-08		Colombia	CO	Valle del Cauca	Navarro, 5 mi. E Cali	NA	NA		Euphonia laniirostris	Aves	Passeriformes	Fringillidae	Euphonia	laniirostris			female
